@relation feature_values_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute DefaultAccuracy numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute IncompleteInstanceCount numeric
@attribute InstanceCount numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute NumAttributes numeric
@attribute NumBinaryAtts numeric
@attribute NumMissingValues numeric
@attribute NumNominalAtts numeric
@attribute NumNumericAtts numeric
@attribute PercentageOfBinaryAtts numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNominalAtts numeric
@attribute PercentageOfNumericAtts numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute ClassCount numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute NegativePercentage numeric
@attribute NoiseToSignalRatio numeric
@attribute PositivePercentage numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.Kappa numeric
@attribute JRipAUC numeric
@attribute JRipErrRate numeric
@attribute JRipKappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute SimpleLogisticAUC numeric
@attribute SimpleLogisticErrRate numeric
@attribute SimpleLogisticKappa numeric
@attribute kNN_1NAUC numeric
@attribute kNN_1NErrRate numeric
@attribute kNN_1NKappa numeric
@attribute kNN_2NAUC numeric
@attribute kNN_2NErrRate numeric
@attribute kNN_2NKappa numeric
@attribute kNN_3NAUC numeric
@attribute kNN_3NErrRate numeric
@attribute kNN_3NKappa numeric
@attribute NBTreeAUC numeric
@attribute NBTreeErrRate numeric
@attribute NBTreeKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute SVMe1AUC numeric
@attribute SVMe1ErrRate numeric
@attribute SVMe1Kappa numeric
@attribute SVMe2AUC numeric
@attribute SVMe2ErrRate numeric
@attribute SVMe2Kappa numeric
@attribute SVMe3AUC numeric
@attribute SVMe3ErrRate numeric
@attribute SVMe3Kappa numeric

@data
818,1,9,310,0,0,7,0.532258,165,145,2,0.029032,0,310,9,-0.906582,165.454299,9,0.053788,46.826259,9,9,0,0,1,7,0,0,0.111111,0.777778,0,1,0,2,1,1,0,1,2,2,0.996995,1.519903,3.120903,0.65596,0.532258,3.757766,0.467742,1,0,1,0.996552,0.003226,0.996552,0.003226,0.996552,0.003226,1,0,1,1,0,1,1,0,1,0.993519,0.993519,0.993519,0.996552,0.003226,0.993519,0.972581,0.051613,0.895645,0.988297,0.051613,0.895645,0.99185,0.025806,0.948041,0.999749,0.016129,0.967648,0.96698,0.032258,0.935106,0.991766,0.025806,0.948258,0.991055,0.035484,0.928527,0.996573,0.009677,0.98054,0.966646,0.145161,0.70613,0.979979,0.103226,0.792512,0.994901,0.035484,0.928527,0.996991,0.032258,0.934997
819,1,7,9517,0,0,6,0.502784,4785,4732,2,0.000736,0,9517,-1,0.576928,-2.098848,-1,-0.015903,5.102081,-1,7,0,0,0,6,0,0,0,0.857143,-1,1,0,2,17,0,0,0,23,2,0.999978,-1,-1,-1,0.502784,-1,0.497216,0.831441,0.166124,0.6679,0.901302,0.128927,0.901032,0.128822,0.901004,0.128717,0.842407,0.16728,0.665507,0.842407,0.16728,0.665507,0.908109,0.135127,0.72977,0.74218,0.742392,0.742603,0.898541,0.124409,0.751173,0.831441,0.166124,0.6679,0.89256,0.166124,0.6679,0.917594,0.141746,0.716608,0.942307,0.11947,0.761101,0.828816,0.172113,0.655766,0.883851,0.166649,0.667019,0.904269,0.142167,0.715675,0.934901,0.127141,0.745741,0.934845,0.125144,0.749759,0.94204,0.11863,0.762779,0.942558,0.117474,0.765095,0.942623,0.118104,0.763847
820,1,13,235,0,0,12,0.604255,142,93,2,0.055319,0,235,-1,0.665619,202.473085,-1,0.978871,45.410321,-1,13,0,0,0,12,0,0,0,0.923077,-1,0,0,0,0,0,0,0,0,2,0.968407,-1,-1,-1,0.604255,-1,0.395745,0.895351,0.106383,0.782012,0.890656,0.106383,0.890656,0.106383,0.891716,0.106383,0.898985,0.106383,0.780415,0.904437,0.106383,0.77715,0.904437,0.106383,0.77715,0.783586,0.783586,0.783586,0.913562,0.106383,0.781216,0.890315,0.110638,0.773704,0.913373,0.123404,0.744345,0.898266,0.13617,0.718415,0.965243,0.089362,0.811404,0.875663,0.102128,0.782424,0.925867,0.131915,0.709634,0.935484,0.119149,0.749008,0.924353,0.123404,0.743401,0.940641,0.131915,0.723666,0.95449,0.12766,0.73108,0.957368,0.123404,0.736598,0.955248,0.119149,0.744228
824,1,11,500,0,0,10,0.548,274,226,2,0.022,0,500,-1,-1.15302,0,-1,-0.028581,1,-1,11,0,0,0,10,0,0,0,0.909091,-1,0,0,0,0,0,0,0,0,2,0.993342,-1,-1,-1,0.548,-1,0.452,0.723201,0.274,0.4501,0.867943,0.172,0.854491,0.178,0.856098,0.172,0.725421,0.272,0.453903,0.811277,0.23,0.536977,0.880038,0.162,0.675127,0.653873,0.642214,0.651991,0.862202,0.164,0.671748,0.709749,0.286,0.425574,0.762039,0.286,0.424686,0.760384,0.258,0.483007,0.732898,0.328,0.332726,0.69251,0.306,0.383979,0.748272,0.324,0.370375,0.738397,0.29,0.41664,0.903987,0.162,0.673619,0.734239,0.338,0.313187,0.725858,0.342,0.306142,0.705203,0.382,0.228595,0.694335,0.368,0.253101
825,1,21,506,0,0,17,0.559289,283,223,2,0.041502,0,506,92,2.748318,229.782294,34.333333,0.456845,112.011348,2,21,1,0,3,17,0.047619,0,0.142857,0.809524,50.063293,0,0,0,5,0,0,0,5,2,0.989834,3.823213,3.031611,0.258901,0.559289,10.709536,0.440711,0.807714,0.185771,0.62811,0.831585,0.179842,0.840577,0.175889,0.840577,0.175889,0.849601,0.203557,0.586096,0.845989,0.183794,0.625209,0.845989,0.183794,0.625209,0.638111,0.644725,0.644725,0.854704,0.16996,0.657834,0.833883,0.205534,0.581878,0.82878,0.179842,0.631508,0.829779,0.171937,0.649724,0.938044,0.140316,0.715501,0.819598,0.177866,0.639196,0.883677,0.156126,0.676685,0.90678,0.142292,0.71245,0.885619,0.183794,0.625209,0.91239,0.166008,0.661964,0.938329,0.126482,0.743915,0.929043,0.144269,0.706371,0.903326,0.189723,0.6166
826,1,12,576,0,0,0,0.585069,337,239,2,0.020833,0,576,6,0,0,3.272727,0,0,2,12,4,0,11,0,0.333333,0,0.916667,0,1.272078,0,0,2,6,0,0,2,7,2,0.979017,102.150497,1.614081,0.009584,0.585069,167.412944,0.414931,0.61857,0.348958,0.260123,0.498212,0.414931,0.498212,0.414931,0.582974,0.387153,0.593894,0.388889,0.149356,0.664962,0.368056,0.194926,0.695399,0.347222,0.240496,0,0,0.124298,0.686534,0.307292,0.361267,0.593894,0.388889,0.149356,0.635586,0.390625,0.17488,0.631737,0.34375,0.254832,0.642713,0.348958,0.274659,0.648703,0.354167,0.262475,0.675906,0.34375,0.257684,0.683802,0.335069,0.278729,0.682687,0.350694,0.277703,0.663633,0.34375,0.264254,0.659374,0.348958,0.259195,0.619255,0.385417,0.225966,0.665083,0.361111,0.281597
827,1,4,662,0,0,3,0.503021,333,329,2,0.006042,0,662,-1,0.040737,23.487979,-1,0.1143,8.947933,-1,4,0,0,0,3,0,0,0,0.75,-1,0,0,1,2,0,0,0,6,2,0.999974,-1,-1,-1,0.503021,-1,0.496979,0.528291,0.47432,0.046206,0.498489,0.496979,0.498489,0.496979,0.498489,0.496979,0.509995,0.489426,0.015396,0.509995,0.489426,0.015396,0.509995,0.489426,0.015396,0,0,0,0.519296,0.478852,0.040422,0.528291,0.47432,0.046206,0.51873,0.47432,0.046416,0.549764,0.459215,0.079285,0.560996,0.459215,0.081202,0.474356,0.52568,-0.051283,0.498932,0.515106,-0.026968,0.504824,0.489426,0.021184,0.498489,0.496979,0,0.558212,0.465257,0.067819,0.566071,0.44713,0.105446,0.561388,0.44713,0.104891,0.559115,0.453172,0.092297
828,1,101,100,0,0,100,0.53,53,47,2,1.01,0,100,-1,-1.11144,0,-1,0.025043,1,-1,101,0,0,0,100,0,0,0,0.990099,-1,0,0,0,0,0,0,0,0,2,0.997402,-1,-1,-1,0.53,-1,0.47,0.792252,0.22,0.566759,0.691891,0.35,0.691891,0.35,0.691891,0.35,0.786632,0.24,0.522863,0.748896,0.27,0.458701,0.748896,0.27,0.458701,0.296624,0.296624,0.296624,0.717383,0.3,0.391974,0.528904,0.49,0.031621,0.570253,0.47,0.079875,0.552991,0.46,0.081103,0.820955,0.25,0.498797,0.467483,0.53,-0.065113,0.490767,0.48,0.007854,0.49157,0.48,0.038847,0.713167,0.34,0.315895,0.649538,0.36,0.277399,0.596359,0.41,0.185862,0.602971,0.41,0.183917,0.606985,0.42,0.16501
829,1,6,100,0,0,5,0.55,55,45,2,0.06,0,100,-1,-0.945936,0,-1,0.169873,1,-1,6,0,0,0,5,0,0,0,0.833333,-1,0,0,0,0,0,0,0,1,2,0.992774,-1,-1,-1,0.55,-1,0.45,0.657172,0.33,0.3125,0.781616,0.21,0.781616,0.21,0.781616,0.21,0.657172,0.33,0.3125,0.765859,0.21,0.58,0.765859,0.21,0.58,0.581673,0.581673,0.581673,0.772929,0.23,0.54,0.657172,0.33,0.3125,0.746667,0.24,0.517103,0.775758,0.23,0.538153,0.732525,0.34,0.307536,0.726263,0.27,0.453441,0.840606,0.21,0.588235,0.839192,0.23,0.530612,0.767273,0.21,0.58,0.865859,0.22,0.553753,0.732525,0.3,0.383984,0.734545,0.31,0.36214,0.71798,0.33,0.32377
830,1,11,250,0,0,10,0.636,159,91,2,0.044,0,250,-1,-1.015648,0,-1,0.065983,1,-1,11,0,0,0,10,0,0,0,0.909091,-1,0,0,0,0,0,0,0,0,2,0.945953,-1,-1,-1,0.636,-1,0.364,0.821895,0.18,0.63604,0.860702,0.136,0.860702,0.136,0.860702,0.136,0.821895,0.18,0.63604,0.844046,0.16,0.666955,0.844046,0.16,0.666955,0.713012,0.713012,0.713012,0.858767,0.128,0.722242,0.819545,0.18,0.622762,0.902343,0.148,0.673445,0.895985,0.128,0.71825,0.817887,0.208,0.548642,0.765153,0.224,0.522933,0.834301,0.264,0.485436,0.829394,0.212,0.536681,0.877842,0.156,0.671562,0.83945,0.168,0.650303,0.815882,0.24,0.469177,0.806068,0.256,0.436501,0.750708,0.272,0.404136
831,1,8,398,6,6,4,0.525126,209,189,2,0.020101,6,398,13,-0.125025,820.971995,7,0.650894,248.090115,3,8,0,6,3,4,0,0.001884,0.375,0.5,5.291503,0,0,1,7,0,0,1,7,2,0.998178,2.981284,2.203489,0.334815,0.525126,5.58122,0.474874,0.876256,0.120603,0.759765,0.876952,0.120603,0.876952,0.120603,0.876952,0.120603,0.866877,0.133166,0.734138,0.86937,0.125628,0.749755,0.86937,0.125628,0.749755,0.760367,0.760367,0.760367,0.862003,0.125628,0.750132,0.870003,0.120603,0.759765,0.92828,0.133166,0.73454,0.900876,0.11809,0.763161,0.961115,0.10804,0.783974,0.877206,0.123116,0.753458,0.920534,0.133166,0.731567,0.936888,0.100503,0.799096,0.962469,0.10804,0.783427,0.960634,0.113065,0.774609,0.957748,0.11809,0.763879,0.954634,0.110553,0.778783,0.946685,0.115578,0.768259
832,1,26,250,0,0,25,0.556,139,111,2,0.104,0,250,-1,-1.011217,0,-1,0.121614,1,-1,26,0,0,0,25,0,0,0,0.961538,-1,0,0,0,0,0,0,0,0,2,0.990932,-1,-1,-1,0.556,-1,0.444,0.657463,0.32,0.353044,0.801283,0.22,0.801283,0.22,0.801283,0.22,0.722633,0.28,0.434937,0.776687,0.276,0.43844,0.793214,0.236,0.518068,0.556423,0.556423,0.556423,0.73822,0.28,0.438995,0.522036,0.46,0.043134,0.587951,0.412,0.167798,0.608821,0.392,0.225713,0.594076,0.448,0.082629,0.557975,0.432,0.117012,0.624344,0.42,0.182701,0.601983,0.416,0.145018,0.818588,0.224,0.548766,0.618964,0.396,0.189853,0.614751,0.404,0.183957,0.569085,0.412,0.164775,0.580642,0.416,0.157431
833,1,33,8192,0,0,32,0.689575,5649,2543,2,0.004028,0,8192,-1,0.93605,1.201458,-1,0.620416,0.967591,-1,33,0,0,0,32,0,0,0,0.969697,-1,0,0,0,27,0,0,0,0,2,0.893663,-1,-1,-1,0.689575,-1,0.310425,0.679284,0.252197,0.361948,0.763651,0.225708,0.756849,0.224609,0.80751,0.217651,0.67864,0.252319,0.361266,0.719323,0.244995,0.366445,0.760315,0.233032,0.416922,0.436292,0.438712,0.463239,0.740861,0.221313,0.470173,0.589304,0.302979,0.144297,0.651272,0.301636,0.140562,0.691816,0.286499,0.196199,0.887725,0.181885,0.551188,0.547194,0.369385,0.09861,0.566962,0.317871,0.064829,0.580219,0.339233,0.106491,0.865454,0.201782,0.483754,0.862817,0.198364,0.50378,0.88593,0.182983,0.549147,0.872351,0.191284,0.539204,0.815458,0.233398,0.461814
834,1,101,250,0,0,100,0.56,140,110,2,0.404,0,250,-1,-1.140362,-0,-1,0.033424,1,-1,101,0,0,0,100,0,0,0,0.990099,-1,0,0,0,0,0,0,0,0,2,0.989588,-1,-1,-1,0.56,-1,0.44,0.663961,0.3,0.377283,0.785617,0.22,0.786006,0.22,0.721071,0.252,0.634903,0.364,0.254831,0.660097,0.348,0.284775,0.660097,0.348,0.284775,0.563353,0.563353,0.49503,0.706299,0.324,0.353242,0.711266,0.276,0.43609,0.707078,0.284,0.420881,0.665974,0.36,0.27792,0.632792,0.364,0.247436,0.578247,0.408,0.158971,0.578149,0.444,0.138466,0.588831,0.44,0.078418,0.797395,0.264,0.465327,0.69513,0.336,0.310118,0.62039,0.424,0.129435,0.618318,0.42,0.148557,0.636831,0.384,0.220779
835,1,5,48,0,0,0,0.5625,27,21,2,0.104167,0,48,6,0,0,3,0,0,2,5,3,0,4,0,0.6,0,0.8,0,2,0,0,0,0,0,0,0,0,2,0.988699,7.456258,1.396241,0.1326,0.5625,9.529722,0.4375,0.840388,0.145833,0.708333,0.840388,0.145833,0.840388,0.145833,0.840388,0.145833,0.674603,0.416667,0.144385,0.674603,0.416667,0.144385,0.674603,0.416667,0.144385,0.708333,0.708333,0.708333,0.787478,0.1875,0.628866,0.840388,0.145833,0.708333,0.806878,0.3125,0.347826,0.772487,0.208333,0.572193,0.819224,0.1875,0.628866,0.905644,0.166667,0.657754,0.905644,0.166667,0.657754,0.905644,0.166667,0.657754,0.86067,0.1875,0.625,0.86067,0.1875,0.625,0.841821,0.208333,0.57672,0.902998,0.208333,0.567568,0.906526,0.166667,0.657754
836,1,9,34,0,0,5,0.558824,19,15,2,0.264706,0,34,3,-0.559594,141802.101176,2.333333,0.416618,143475.881275,2,9,2,0,3,5,0.222222,0,0.333333,0.555556,0.57735,0,0,0,0,0,0,0,0,2,0.989993,51.603992,0.907835,0.019184,0.558824,46.321477,0.441176,0.407018,0.588235,-0.176471,0.45614,0.470588,0.45614,0.470588,0.45614,0.470588,0.470175,0.441176,0,0.470175,0.441176,0,0.470175,0.441176,0,-0.026415,-0.026415,-0.026415,0.45614,0.470588,-0.026415,0.433333,0.5,-0.082397,0.408772,0.558824,-0.141343,0.396491,0.558824,-0.157706,0.480702,0.5,-0.006969,0.45614,0.529412,-0.088968,0.557895,0.470588,0.003663,0.487719,0.558824,-0.125436,0.436842,0.529412,-0.088968,0.305263,0.617647,-0.243902,0.414035,0.529412,-0.058824,0.508772,0.5,-0.006969,0.492208,0.529412,-0.058824
838,1,26,500,0,0,25,0.568,284,216,2,0.052,0,500,-1,-0.977643,-0,-1,0.123148,1,-1,26,0,0,0,25,0,0,0,0.961538,-1,0,0,0,0,0,0,0,0,2,0.986617,-1,-1,-1,0.568,-1,0.432,0.744539,0.252,0.489895,0.863842,0.182,0.862692,0.17,0.862692,0.17,0.747229,0.252,0.489333,0.837539,0.218,0.569388,0.852993,0.202,0.600133,0.629756,0.656071,0.656071,0.854354,0.154,0.687753,0.546753,0.44,0.042946,0.699751,0.326,0.321805,0.757107,0.298,0.381455,0.698177,0.372,0.230896,0.638693,0.35,0.280025,0.672323,0.386,0.257487,0.685373,0.354,0.264388,0.90612,0.14,0.713772,0.705285,0.322,0.336137,0.704731,0.338,0.301584,0.685201,0.358,0.27969,0.65886,0.376,0.244713
839,1,9,782,214,466,6,0.649616,508,274,2,0.011509,214,782,59,4.102301,6.908101,36.5,-0.10918,24.493606,14,9,0,466,2,6,0,0.066212,0.222222,0.666667,31.819805,0,0,1,16,1,0,7,10,2,0.93441,2.467293,4.831513,0.378719,0.649616,11.757521,0.350384,0.840695,0.14578,0.653557,0.839801,0.147059,0.839801,0.147059,0.839801,0.147059,0.973605,0.085678,0.81258,0.973605,0.085678,0.81258,0.973605,0.085678,0.81258,0.6502,0.6502,0.6502,0.936907,0.085678,0.811634,0.973605,0.085678,0.81258,0.964082,0.070332,0.84589,0.958672,0.081841,0.822311,0.986206,0.060102,0.866288,0.832131,0.162404,0.650591,0.880895,0.179028,0.630928,0.90437,0.158568,0.659685,0.967042,0.069054,0.848055,0.97358,0.097187,0.792103,0.974366,0.08312,0.816019,0.974714,0.063939,0.863449,0.972849,0.067775,0.8549
840,1,26,205,46,57,17,0.595122,122,83,2,0.126829,46,205,22,1.602974,1271.20275,6.375,0.779327,533.436802,2,26,3,57,8,17,0.115385,0.010694,0.307692,0.653846,6.738747,0,0,1,1,0,0,1,1,2,0.973733,5.277597,1.468606,0.184503,0.595122,6.959795,0.404878,0.894282,0.126829,0.740809,0.936154,0.121951,0.936154,0.121951,0.936154,0.121951,0.852558,0.165854,0.662339,0.887814,0.131707,0.725106,0.887814,0.131707,0.725106,0.750305,0.750305,0.750305,0.931069,0.068293,0.858829,0.852805,0.195122,0.618605,0.901392,0.165854,0.667367,0.918378,0.117073,0.755175,0.991211,0.058537,0.878531,0.916946,0.087805,0.815666,0.925736,0.165854,0.64061,0.934179,0.156098,0.674829,0.984594,0.068293,0.859369,0.950714,0.107317,0.77985,0.944586,0.097561,0.795184,0.98246,0.073171,0.850183,0.977206,0.068293,0.859904
841,1,10,950,0,0,9,0.513684,488,462,2,0.010526,0,950,-1,-0.782904,41.011835,-1,-0.018724,7.146451,-1,10,0,0,0,9,0,0,0,0.9,-1,2,0,5,8,1,0,5,9,2,0.99946,-1,-1,-1,0.513684,-1,0.486316,0.827636,0.173684,0.655608,0.973281,0.067368,0.974137,0.065263,0.975137,0.056842,0.827636,0.173684,0.655608,0.901149,0.184211,0.631409,0.960664,0.111579,0.77652,0.865022,0.869255,0.886217,0.941532,0.067368,0.865209,0.804822,0.201053,0.600747,0.920306,0.169474,0.658574,0.962578,0.125263,0.749935,0.928931,0.162105,0.675172,0.953592,0.046316,0.907288,0.978182,0.057895,0.883836,0.983221,0.04,0.919885,0.975758,0.065263,0.86924,0.834052,0.287368,0.426519,0.922832,0.161053,0.677039,0.972655,0.087368,0.825001,0.981238,0.064211,0.871371
842,1,11,60,14,14,4,0.6,36,24,2,0.183333,14,60,5,-0.569075,28.796938,2.5,0.284983,13.019049,2,11,5,14,6,4,0.454545,0.021212,0.545455,0.363636,1.224745,0,0,0,0,0,0,0,0,2,0.970951,22.162767,0.853081,0.04381,0.6,18.472304,0.4,0.680556,0.35,0.295302,0.5,0.4,0.611111,0.4,0.611111,0.4,0.604167,0.4,0.142857,0.704861,0.35,0.322581,0.704861,0.35,0.322581,0,0.166667,0.166667,0.724537,0.283333,0.413793,0.658565,0.366667,0.236111,0.655093,0.316667,0.316547,0.654514,0.366667,0.225352,0.694444,0.35,0.255319,0.5625,0.433333,0.121622,0.604167,0.433333,0.029851,0.625,0.4,0.15493,0.597222,0.383333,0.160584,0.759838,0.3,0.375,0.659722,0.366667,0.225352,0.640046,0.383333,0.206897,0.642361,0.366667,0.276316
844,1,10,286,9,9,1,0.58042,166,120,2,0.034965,9,286,18,-0.637067,50.937063,4.625,-0.007076,9.723704,2,10,4,9,8,1,0.4,0.003147,0.8,0.1,5.501623,0,0,0,0,0,0,0,0,2,0.981258,34.365764,1.328861,0.028553,0.58042,45.539583,0.41958,0.551079,0.444056,0.067854,0.5,0.41958,0.5,0.41958,0.5,0.41958,0.532681,0.447552,0.045872,0.532681,0.447552,0.045872,0.496185,0.465035,-0.009555,0,0,0,0.614508,0.388112,0.227253,0.569603,0.437063,0.145105,0.529669,0.493007,-0.004083,0.50999,0.506993,-0.027859,0.574548,0.412587,0.14101,0.451355,0.534965,-0.06993,0.466365,0.548951,-0.039446,0.463203,0.520979,-0.056214,0.613128,0.395105,0.197148,0.641089,0.384615,0.221133,0.590788,0.405594,0.167269,0.47869,0.486014,0.003309,0.43637,0.541958,-0.096246
847,1,15,6574,0,0,14,0.532552,3501,3073,2,0.002282,0,6574,-1,-0.031205,14.206659,-1,0.486307,4.98756,-1,15,0,0,0,14,0,0,0,0.933333,-1,0,0,0,29,0,0,0,26,2,0.99694,-1,-1,-1,0.532552,-1,0.467448,0.82177,0.188013,0.622463,0.857422,0.165805,0.857422,0.165805,0.857422,0.165805,0.899615,0.168695,0.660925,0.899615,0.168695,0.660925,0.899615,0.168695,0.660925,0.667455,0.667455,0.667455,0.877872,0.155005,0.689073,0.787532,0.210983,0.575741,0.787532,0.210983,0.575741,0.787532,0.210983,0.575741,0.933735,0.148768,0.70059,0.807383,0.192425,0.613996,0.807383,0.192425,0.613996,0.807383,0.192425,0.613996,0.891871,0.184971,0.628852,0.890077,0.191056,0.614591,0.848997,0.149224,0.699594,0.848997,0.149224,0.699594,0.848997,0.149224,0.699594
848,1,6,38,0,0,4,0.736842,28,10,2,0.157895,0,38,2,4.478684,6518650.785658,2,1.845339,5277878.916901,2,6,1,0,1,4,0.166667,0,0.166667,0.666667,0,0,0,0,1,0,0,0,1,2,0.831474,70.645698,0.742488,0.01177,0.736842,62.084989,0.263158,0.528571,0.315789,-0.00885,0.521429,0.289474,0.521429,0.289474,0.521429,0.289474,0.5,0.263158,0,0.5,0.263158,0,0.5,0.263158,0,0.036866,0.036866,0.036866,0.521429,0.289474,0.036866,0.528571,0.315789,-0.00885,0.489286,0.394737,-0.051661,0.433929,0.394737,-0.051661,0.664286,0.210526,0.327434,0.542857,0.342105,0.088561,0.596429,0.263158,0.086538,0.553571,0.289474,0.110638,0.596429,0.289474,0.110638,0.622368,0.394737,0.123077,0.732143,0.236842,0.369004,0.692857,0.289474,0.228782,0.68797,0.315789,0.065574
850,1,51,100,0,0,50,0.51,51,49,2,0.51,0,100,-1,-1.202488,0,-1,0.009949,1,-1,51,0,0,0,50,0,0,0,0.980392,-1,0,0,0,0,0,0,0,0,2,0.999711,-1,-1,-1,0.51,-1,0.49,0.629252,0.38,0.243932,0.578031,0.42,0.579232,0.43,0.561825,0.43,0.614046,0.41,0.166667,0.614046,0.41,0.166667,0.614046,0.41,0.166667,0.16501,0.146148,0.145469,0.518607,0.48,0.041916,0.664466,0.36,0.285998,0.634054,0.44,0.129402,0.57523,0.45,0.1,0.696679,0.35,0.3,0.59904,0.4,0.198397,0.578031,0.41,0.169368,0.572629,0.43,0.137931,0.616647,0.39,0.219376,0.714686,0.37,0.258814,0.713085,0.34,0.322439,0.720084,0.35,0.301676,0.723089,0.3,0.39976
851,1,125,240,0,0,124,0.575,138,102,2,0.520833,0,240,-1,0.963353,3.239057,-1,0.692869,0.804525,-1,125,0,0,0,124,0,0,0,0.992,-1,0,0,1,9,0,0,1,9,2,0.983708,-1,-1,-1,0.575,-1,0.425,0.874219,0.154167,0.68254,0.854042,0.166667,0.854042,0.166667,0.841184,0.154167,0.8685,0.183333,0.628692,0.8685,0.183333,0.628692,0.8685,0.183333,0.628692,0.659864,0.659864,0.68254,0.872123,0.1375,0.722573,0.654767,0.354167,0.253404,0.70606,0.345833,0.270971,0.790601,0.2875,0.385848,0.988278,0.05,0.897959,0.882424,0.116667,0.760069,0.928389,0.133333,0.732665,0.925583,0.15,0.689119,0.907299,0.120833,0.752454,0.7043,0.333333,0.314482,0.981174,0.0625,0.870968,0.961861,0.054167,0.889315,0.960978,0.0625,0.870968
852,1,10,159,6,6,4,0.779874,124,35,2,0.062893,6,159,2,2.76182,6153.014675,2,1.24603,4310.517902,2,10,5,6,5,4,0.5,0.003774,0.5,0.4,0,0,0,0,0,0,0,0,2,2,0.760397,51.177187,0.557354,0.014858,0.779874,36.51176,0.220126,0.54159,0.308176,0.053916,0.496313,0.232704,0.496313,0.232704,0.496313,0.232704,0.492857,0.220126,0,0.492857,0.220126,0,0.492857,0.220126,0,0.006418,0.006418,0.006418,0.541129,0.295597,0.051529,0.526382,0.232704,0.006418,0.488594,0.257862,0.042872,0.433295,0.232704,0.006418,0.52765,0.226415,0.047587,0.529032,0.339623,0.030707,0.480645,0.251572,0.028117,0.474309,0.301887,-0.002627,0.64182,0.232704,0.062769,0.460138,0.333333,-0.069552,0.532924,0.226415,0.100848,0.519816,0.27044,0.069163,0.509447,0.352201,-0.069678
853,1,14,506,0,0,12,0.586957,297,209,2,0.027668,0,506,2,3.828034,75.9077,2,0.678815,28.975222,2,14,1,0,1,12,0.071429,0,0.071429,0.857143,0,0,0,3,5,0,0,3,5,2,0.978071,179.670038,0.362818,0.005444,0.586957,65.649155,0.413043,0.845368,0.179842,0.625112,0.845368,0.179842,0.845368,0.179842,0.860914,0.183794,0.845239,0.167984,0.644739,0.845239,0.167984,0.644739,0.827904,0.16996,0.642379,0.625112,0.625112,0.603816,0.84577,0.164032,0.663849,0.719846,0.316206,0.354273,0.845666,0.181818,0.620721,0.896573,0.177866,0.628966,0.919095,0.142292,0.706122,0.808258,0.181818,0.621805,0.861711,0.181818,0.607203,0.868018,0.189723,0.607048,0.894284,0.162055,0.664353,0.854073,0.245059,0.519784,0.927762,0.136364,0.717364,0.929986,0.136364,0.718567,0.928939,0.132411,0.726725
