@RELATION ALGORITHM_RUNS_CSP-MZN-2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm {bprolog, fzn2smt, g12cpx, g12fd, g12lazyfd, g12mip, gecode, izplus, minisatid, mistral, ortools}
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE solved NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,gecode,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,g12mip,1800,0,other
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,bprolog,1800,0,timeout
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,minisatid,7.7,1,ok
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,mistral,0.82,1,ok
nsp/nsp_1.mzn_AND_nsp/period_14/49.dzn,1,fzn2smt,1.06,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,g12lazyfd,209.22,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,ortools,37.08,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,g12fd,16.5,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,g12cpx,51.97,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,gecode,7.18,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,bprolog,9.66,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,minisatid,1045.5,1,ok
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-t3002-11tsp11-1900552288.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,ortools,468.45,1,ok
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,gecode,388.89,1,ok
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,timeout
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,izplus,23.07,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,g12lazyfd,22.45,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,ortools,76.95,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,g12fd,140.23,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,g12cpx,24.81,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,gecode,137.13,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,bprolog,378.47,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,minisatid,26.21,1,ok
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-qcp-15-120-11_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,izplus,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,g12lazyfd,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,ortools,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,g12fd,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,g12cpx,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,gecode,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,g12mip,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,bprolog,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,minisatid,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,mistral,1800,0,timeout
market_split/market_split.mzn_AND_market_split/s5-06.dzn,1,fzn2smt,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,izplus,1800,0,other
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,g12lazyfd,1800,0,other
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,ortools,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,g12fd,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,g12cpx,1800,0,other
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,gecode,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,g12mip,95.07,1,ok
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,bprolog,1800,0,other
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,minisatid,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,mistral,1800,0,timeout
prop_stress/prop_stress.mzn_AND_prop_stress/1000.dzn,1,fzn2smt,1800,0,other
normalized-pigeons-11.xml.mzn_AND_NODATA,1,izplus,277.87,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,g12lazyfd,0.34,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,ortools,11.22,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,g12fd,9.52,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,g12cpx,0.4,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,gecode,6.59,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-pigeons-11.xml.mzn_AND_NODATA,1,bprolog,2.29,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,minisatid,3.47,1,ok
normalized-pigeons-11.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-pigeons-11.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,izplus,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,g12lazyfd,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,ortools,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,g12fd,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,g12cpx,3.33,1,ok
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,gecode,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,g12mip,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,bprolog,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,minisatid,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,mistral,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex05600_2600_100.dzn,1,fzn2smt,0.71,1,ok
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,izplus,1116,1,ok
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,other
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,bprolog,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,minisatid,1800,0,other
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-fapp06-0500-8.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,izplus,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,g12lazyfd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,ortools,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,g12fd,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,g12cpx,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,gecode,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,g12mip,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,bprolog,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,minisatid,68.31,1,ok
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,mistral,1800,0,other
nsp/nsp_2.mzn_AND_nsp/period_28/30.dzn,1,fzn2smt,1800,0,other
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,g12lazyfd,22.59,1,ok
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,g12cpx,25.18,1,ok
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,minisatid,23.39,1,ok
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-qcp-15-120-14_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,izplus,0.84,1,ok
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,g12lazyfd,0.31,1,ok
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,g12cpx,0.16,1,ok
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,minisatid,0.27,1,ok
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-squaresUnsat-11-11.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,izplus,266.46,1,ok
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,minisatid,2.66,1,ok
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-super-os-taillard-7-21.xml.mzn_AND_NODATA,1,fzn2smt,0.63,1,ok
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,g12cpx,1465.17,1,ok
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,other
normalized-BlackHole-4-7-h-3_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,other
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,g12cpx,1800,0,other
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,bprolog,1800,0,other
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-fapp02-0250-8.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1225.32,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,ortools,200.04,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,g12fd,360.92,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,g12cpx,1311.62,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,gecode,291.56,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,other
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,bprolog,758.35,1,ok
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,fzn2smt,188.67,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,izplus,52.29,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,g12lazyfd,32.64,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,ortools,24.22,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,g12fd,30.15,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,g12cpx,34.95,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,gecode,26.2,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,bprolog,41.58,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,minisatid,127.45,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,mistral,123.76,1,ok
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,fzn2smt,24.26,1,ok
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-rand-2-50-23-587-230-15_ext.xml.mzn_AND_NODATA,1,fzn2smt,673.67,1,ok
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,izplus,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,g12lazyfd,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,ortools,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,g12fd,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,g12cpx,0.59,1,ok
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,gecode,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,g12mip,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,bprolog,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,minisatid,1800,0,other
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,mistral,1800,0,timeout
wwtpp-random/wwtpp.mzn_AND_wwtpp-random/ex11700_2600_100.dzn,1,fzn2smt,0.72,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,izplus,6.99,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,g12lazyfd,0.64,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,ortools,48.53,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,g12fd,74.64,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,g12cpx,2.6,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,gecode,87.12,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,bprolog,213.43,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,minisatid,1.26,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,mistral,0.68,1,ok
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,fzn2smt,0.58,1,ok
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,g12lazyfd,0.15,1,ok
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,g12cpx,0.15,1,ok
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,minisatid,0.27,1,ok
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,minisatid,1003.34,1,ok
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-super-os-taillard-10-25.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,izplus,300.17,1,ok
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,g12lazyfd,3.12,1,ok
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,ortools,1800,0,timeout
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,g12cpx,1.66,1,ok
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,gecode,1800,0,timeout
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,g12mip,368.81,1,ok
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,bprolog,1800,0,timeout
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,minisatid,0.06,1,ok
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,mistral,1800,0,timeout
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,fzn2smt,1800,0,other
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,izplus,1800,0,timeout
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,g12lazyfd,1800,0,timeout
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,ortools,120.56,1,ok
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,g12fd,1800,0,timeout
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,g12cpx,1800,0,timeout
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,gecode,102.67,1,ok
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,g12mip,1800,0,timeout
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,bprolog,592.1,1,ok
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,minisatid,1800,0,timeout
