@RELATION FEATURE_VALUES_CSP-Minizinc-Time-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_diff_globs NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_ratio_diff NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC

@DATA
fir_1_4,1,3.03846,18.9247,6.63227,0,0,0,1.18481,1.0267,0.0843892,0,0.468167,0.698827,0.468167,31.9069,102.72,16,99.8732,8.31272,2,13.3164,4.32911,26,0,0.787879,79,492.042,172.439,0,0,0,0,0,23,33,0,0,0,0,0,0.884615,1,0,0,0,0,2,3,0.666667,0.115385,1,0.417722,0.0384615,-1.26803,1001,9.55539,1001,5.47342,0,0,2,0,5,0,5,5,0,5,0,2.39394,104.758,58.5934,0.459199,1.56308,2.85785,1,1.99257,0.982603,2.12982,48,35.6797,185.764,4,1001,1001,0,4,4,86,63,33,4.51515,1.26923,79,3457,1933.58
dct_1_3,1,2.89333,18.2263,6.62929,0,0,0,1.68808,1.48093,0.0444314,0,0.279024,0.305691,0.102158,85.1699,289.691,32,213.063,7.02588,2,13.3164,4.12159,75,0,1.0274,226,1366.97,497.197,0,0,0,0,0,72,73,0,0,0,0,0,0.96,1,0,0,0,0,2,3,0.666667,0.04,1,0.336406,0.0133333,-1.4785,1001,10.8983,1001,7.93809,0,0,2,0,5,0,5,5,0,5,0,2.9726,91.8493,37.729,0.44883,1.24693,3.0314,8,2.13953,0.858155,2.2147,112,100.062,408.186,6,1001,1001,0,3,3,184,130,73,4.30137,0.973333,217,6705,2754.22
CELAR7-SUB4,1,2.48797,13.8647,5.95117,0,0,0,4.32977,0.978131,0.555177,0,0.910232,2.34457,2.06627,2230.8,6460.53,478,502.714,10.6008,1,2,1,1953,0,0.988861,4883,27077.7,11622.6,0,0,477,0,0,1476,1498,0,0,0.241519,0,0,0.75576,0.758481,0,0,0,0,0,0,?,0,1,0.406462,0.000512033,-0.443566,5.50584e+07,1934.62,5.50584e+07,44.4297,0,5,2,0,5,0,5,5,0,0,0,2.46025,28459.5,28168.2,1.33811,43.521,43.9713,1454,0.241222,1.6691,1.64997,2408,2120.59,11086.6,36,5.50584e+07,5.50584e+07,0,2,1,522,478,1975,0.506329,1.01126,4859,5.62075e+07,5.56322e+07
scen07,1,2.48178,13.8389,5.97642,0,0,0,10.2068,1.92512,0.551806,0,0.949189,2.62064,2.09625,12547.3,36620.6,2666,2693.8,10.6008,1,2,1,11061,0,0.98224,27653,153072,66105.2,0,0,2665,0,0,8396,8596,0,0,0.236657,0,0,0.759063,0.763343,0,0,0,0,0,0,?,0,1,0.410222,9.04077e-05,-0.507963,4.68527e+08,11106,4.68527e+08,106.113,0,5,2,0,5,0,5,5,0,0,0,2.43771,42186.8,41895.9,1.16107,104.653,105.379,8196,0.385334,1.77318,1.81654,13526,12289.3,63432.4,62,4.68527e+08,4.68527e+08,0,2,0.511628,3066,2666,11261,0.509013,1.01808,27451,4.75066e+08,4.7179e+08
graph05,1,2.4766,13.699,5.94959,0,0,0,6.33433,1.27848,0.552259,0,0.980024,3.09631,2.3028,4909.36,14336.8,1035,1051.81,10.6008,1,2,1,4337,0,0.977462,10843,59412.4,25803.4,0,0,1034,0,0,3303,3403,0,0,0.23304,0,0,0.761586,0.76696,0,0,0,0,0,0,?,0,1,0.41309,0.000230574,-0.602061,229599,364.785,229599,65.4599,0,5,2,0,5,0,5,5,0,0,0,2.42078,629.41,339.958,0.974835,5.55736,10.1698,3203,0.436668,1.90257,1.93318,5271,4886.75,25031.4,22,229599,229599,0,2,0.285714,1235,1035,4437,0.511607,1.02306,10741,2.79269e+06,1.50839e+06
CELAR6-SUB0,1,2.47967,13.8492,5.97699,0,0,0,2.83257,0.76073,0.552285,0,0.962973,2.55628,2.09552,982.147,2855.48,208,222.468,10.6008,1,2,1,861,0,0.981756,2153,11924.2,5146.19,0,0,207,0,0,654,670,0,0,0.236032,0,0,0.759582,0.763968,0,0,0,0,0,0,?,0,1,0.410773,0.00116144,-0.560914,45316,71.7194,45316,27.2111,0,5,2,0,5,0,5,5,0,0,0,2.43444,631.852,341.188,1.05048,2.59891,4.55351,638,0.350063,1.78383,1.83049,1052,957.971,4950.67,25,45316,45316,0,2,1,240,208,877,0.510832,1.01858,2135,554134,299222
CELAR6-SUB4,1,2.48797,13.8597,5.95116,0,0,0,4.32977,0.965702,0.555181,0,0.910232,2.34457,2.06627,2230.8,6460.5,478,493.089,10.6008,1,2,1,1953,0,0.988861,4883,27068.1,11622.6,0,0,477,0,0,1476,1498,0,0,0.241519,0,0,0.75576,0.758481,0,0,0,0,0,0,?,0,1,0.406462,0.000512033,-0.443566,69697,112.944,69697,41.0379,0,5,2,0,5,0,5,5,0,0,0,2.46025,617.092,325.779,1.33811,2.72782,4.89414,1454,0.241222,1.6691,1.64997,2408,2120.59,11077,36,69697,69697,0,2,1,522,478,1975,0.506329,1.01126,4859,1.21876e+06,643414
c_v15_a105_d7,1,2.49562,3.26965,1.29065,0,0,0,1.10699,1.21271,0.406658,0,1.11116,1.97764,0.86074,4188.3,5139.36,106,117.609,5.2608,2,2,1,3428,0,1.79476,8255,11208.4,4424.35,667,1738,1756,0,0,918,154,0.194574,0.507001,0.919372,0,0,0.267795,0.0806283,0,0,0,0,0,0,?,0,1,0.223261,0.000291715,-0.473728,6247,1142.12,6247,43.6846,0,0,2,0,5,5,5,5,0,0,0,4.47906,5.46963,4.04695,1.63963,26.1219,35.3082,1714,2.4107,0.207349,0.882961,2015,3175.82,2006.54,76,6247,6247,0,2,0.0526316,377,423,1910,0.418848,0.557176,8555,10447,7729.67
s_v40_a100_d5,1,2.9273,4.10788,1.36393,0,0,0,1.56983,2.08912,0.501015,0,1.208,2.27412,0.611212,5473.88,6842.93,101,218.125,5.94589,2,2,1,4168,0,1.45785,11128,17121.7,5684.85,728,1724,2635,0,0,1616,224,0.174664,0.413628,0.921651,0,0,0.387716,0.0783491,0,0,0,0,0,0,?,0,1,0.234325,0.000239923,-0.281542,2233,657.143,2233,53.0949,0,0,2,0,5,5,5,5,0,0,0,4.26758,3.39804,1.71139,2.71958,12.3579,24.3961,2518,1.72257,0.307802,0.734646,2959,3989.74,3102.78,160,2233,2233,0,2,0.01875,462,403,2859,0.302553,0.68594,12201,9715,4892.86
c_v20_a190_d5,1,2.43596,3.03223,1.24391,0,0,0,1.41107,1.40998,0.434511,0,1.03069,1.84888,0.559629,8246.89,9796.31,191,203.384,5.90889,2,2,1,6918,0,2.06816,16297,20977,8605.39,1187,3918,3091,0,0,1623,254,0.171581,0.566349,0.924066,0,0,0.234605,0.0759342,0,0,0,0,0,0,?,0,1,0.198493,0.00014455,-0.455431,10689,1986.48,10689,57.8166,0,0,2,0,5,5,5,5,0,0,0,5.03797,5.38087,3.95211,1.75989,34.341,46.7554,3034,2.57374,0.161263,0.887744,3535,5815.03,3460.29,101,10689,10689,0,2,0.029703,652,763,3345,0.423019,0.483521,16852,17999,13219.8
s_v20_a50_d5,1,2.79594,3.82568,1.34191,0,0,0,1.04692,1.42408,0.442441,0,1.25879,2.39711,0.739113,2132.92,2656.06,51,90.526,4.86566,2,2,1,1627,0,1.3581,4207,6224.38,2183.29,357,634,1084,0,0,586,114,0.219422,0.389674,0.904841,0,0,0.360172,0.0951586,0,0,0,0,0,0,?,0,1,0.263355,0.000614628,-0.399453,1429,398.033,1429,34.5207,0,0,2,0,5,5,5,5,0,0,0,3.79716,3.59015,2.06426,1.84414,11.5013,19.9833,1027,1.91223,0.369779,0.779395,1248,1732.9,1308.14,86,1429,1429,0,2,0.0348837,232,203,1198,0.363105,0.736325,4549,4301,2472.98
s_v20_a50_d4,1,2.8003,3.86133,1.34798,0,0,0,1.116,1.40116,0.426255,0,1.10398,2.06461,0.717387,1742.58,2189.3,51,90.7605,4.32193,2,2,1,1342,0,1.34874,3580,5181.91,1808.99,212,555,883,0,0,525,112,0.157973,0.413562,0.887437,0,0,0.391207,0.112563,0,0,0,0,0,0,?,0,1,0.264768,0.000745156,-0.379869,1297,348.505,1297,31.4652,0,0,2,0,5,5,5,5,0,0,0,3.77688,3.72161,2.17729,1.93549,11.0441,18.8634,824,1.84104,0.40092,0.634322,1045,1417.04,1097.5,86,1297,1297,0,2,0.0348837,232,103,995,0.336683,0.741431,3758,3703,2166.4
mzn_rnd_test.20,1,3.26239,23.36,6.33779,0,0,0,2.93132,3.66339,0.593685,0,1.06809,4.89714,3.109,436.173,1218.84,133,1210.05,12.8727,1,1,1,343,0,1.15488,1030,8012.49,2173.86,38,10,44,0,0,256,253,0.110787,0.0291545,0.148148,0,0,0.746356,0.851852,0.0699708,0,24,0,2,3,0.666667,0.00874636,82,21.7641,0.239067,14.3845,4010,1.976,48.9024,0.615487,5,0,2,5,0,5,0,5,0,0,0,3.76768,2029.36,667.442,1.4435,1.58573,1.72438,217,2.37655,4.03255,4.88808,413,463.535,2092.13,82,7500,3750,0,2,0.0512821,507,375,297,2.9697,0.865889,1119,602719,198230
mzn_rnd_test.13,1,3.05729,19.5676,5.66746,0,0,0,1.85124,2.46395,0.593654,0,1.12037,4.22253,2.85475,245.485,645.646,61,521.868,11.0795,1,1,1,192,0,1.24675,591,3756.97,1088.15,17,14,44,0,0,136,110,0.0885417,0.0729167,0.285714,0,0,0.708333,0.714286,0.0729167,0,14,0,2,3,0.666667,0.015625,41,10.7564,0.213542,10.179,1528,2.80467,37.2683,1.16032,5,0,2,5,0,5,0,5,0,0,0,3.81169,544.805,159.537,0.958485,1.55532,1.73238,119,2.4711,3.03892,3.95043,219,251.307,842.576,41,2164,1082,0,2,0.181818,214,155,154,2.3961,0.802083,587,83900,24568.8
mzn_rnd_test.06,1,3.27273,23.0741,6.0336,0,0,0,2.64688,3.36617,0.540854,0,1.07629,5.49867,3.11128,334.618,936.031,103,937.93,12.2706,1,1,1,264,0,1.22222,797,6091.55,1592.87,43,7,30,0,0,188,186,0.162879,0.0265152,0.138889,0,0,0.712121,0.861111,0.0606061,0,16,0,2,3,0.666667,0.0113636,49,12.25,0.185606,11.0938,2949,2.51646,60.1837,0.925111,5,0,2,5,0,5,0,5,0,0,0,4,1171.88,331.729,1.01408,1.63922,1.71787,178,2.25514,4.38649,5.11021,284,366.26,1524.15,49,4941,2470.5,0,2,0.105263,311,340,216,3.01389,0.818182,864,253127,71653.6
mzn_rnd_test.02,1,3.11538,20.7846,6.16142,0,0,0,0.996641,1.27347,0.532421,0,1.44958,3.52699,2.71925,71.3066,188.667,20,164.574,10.3811,1,1,1,52,0,1.08333,157,1080.8,320.394,3,0,4,0,0,40,44,0.0576923,0,0.0833333,0,0,0.769231,0.916667,0.115385,0,6,0,2,3,0.666667,0.0576923,17,5.03704,0.326923,4.84724,987,1.36087,58.0588,0.334288,5,0,2,5,0,5,0,5,0,0,0,3.375,725.271,283.884,0.832853,1.07952,1.12378,29,2.34451,2.95884,3.81924,37,69.2522,336.507,17,1802,901,0,2,0.153846,70,59,48,2.6875,0.923077,162,34813,13626.5
mzn_rnd_test.11,1,3.16216,20.7532,5.73875,0,0,0,1.28197,1.6741,0.494209,0,1.3118,4.51865,2.97429,98.5862,265.815,28,233.97,10.3665,1,1,1,74,0,1.13846,222,1535.74,424.667,10,0,6,0,0,52,59,0.135135,0,0.0923077,0,0,0.702703,0.907692,0.108108,0,8,0,2,3,0.666667,0.0405405,17,4.72222,0.22973,5.15267,971,1.74106,57.1176,0.572955,5,0,2,5,0,5,0,5,0,0,0,3.6,557.708,192.527,0.722387,1.29339,1.36128,47,2.38549,3.57591,4.32768,45,103.003,448.325,17,1795,897.5,0,2,0.181818,73,104,65,2.72308,0.878378,234,36251,12514.2
kb128_n5_obj11,1,2.94712,2.95185,1.00074,0,0,0,0.488125,0.49928,0.0166215,0,1.18798,1.1902,0.000503628,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,0,2.06825,96231,96339.7,32661.2,2188,1616,12840,0,0,27465,2940,0.0670405,0.0495144,0.813688,0,0,0.84153,0.186312,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,0,5,0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.0440063,0.493224,15065,23081.6,15880.5,153,5,5,0,2,0.0130719,693,69,15780,0.048289,0.4835,96185,31788,14040.5
kb128_n5_obj14,1,2.94712,2.95185,1.00074,0,0,0,0.488125,0.49928,0.0166215,0,1.18798,1.1902,0.000503628,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,0,2.06825,96231,96339.7,32661.2,2188,1616,12840,0,0,27465,2940,0.0670405,0.0495144,0.813688,0,0,0.84153,0.186312,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,0,5,0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.0440063,0.493224,15065,23081.6,15880.5,153,5,5,0,2,0.0130719,693,69,15780,0.048289,0.4835,96185,31788,14040.5
kb128_n5_obj17,1,2.94712,2.95185,1.00074,0,0,0,0.488125,0.49928,0.0166215,0,1.18798,1.1902,0.000503628,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,0,2.06825,96231,96339.7,32661.2,2188,1616,12840,0,0,27465,2940,0.0670405,0.0495144,0.813688,0,0,0.84153,0.186312,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,0,5,0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.0440063,0.493224,15065,23081.6,15880.5,153,5,5,0,2,0.0130719,693,69,15780,0.048289,0.4835,96185,31788,14040.5
kb192_n7_obj10,1,2.98258,2.98528,1.00042,0,0,0,0.48231,0.489625,0.0123526,0,1.07852,1.07992,0.000220846,120528,120570,32,74.3017,2.32193,1,1,1,80309,0,2.31892,237519,239745,80343.1,4920,3276,28996,0,0,69213,5636,0.0612634,0.0407924,0.83726,0,0,0.861834,0.16274,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,0,5,0,6.91638,2.00936,0.898311,2.65516,0.0832452,0.368073,32924,1.17426,0.0304533,0.420255,33920,49698.2,34774.8,207,5,5,0,2,0.00966184,1728,77,34632,0.0521194,0.431234,239528,69588,31110.3
kb128_n5_obj16,1,2.94712,2.95185,1.00074,0,0,0,0.488125,0.49928,0.0166215,0,1.18798,1.1902,0.000503628,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,0,2.06825,96231,96339.7,32661.2,2188,1616,12840,0,0,27465,2940,0.0670405,0.0495144,0.813688,0,0,0.84153,0.186312,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,0,5,0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.0440063,0.493224,15065,23081.6,15880.5,153,5,5,0,2,0.0130719,693,69,15780,0.048289,0.4835,96185,31788,14040.5
oocsp_racks_030_e6_cc,1,3.03951,3.88293,1.33339,0,0,0,1.23507,1.40138,0.605716,0,1.55262,2.14606,0.757453,47303.6,56024.6,60,297.252,4.9542,1,1,1,34679,0,1.21124,81520,134656,46240.5,7485,18780,25575,0,0,5558,3056,0.215837,0.541538,0.893263,0,0,0.16027,0.106737,0.00432538,0,150,0,2,6,0.333333,0.000173015,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.68157,2.43058,0.929637,1.86677,1.81894,2.00509,21270,1.68037,0.102802,0.651926,31172,41923.8,30081.2,121,101,50.5,0,2,0.0165289,3253,149,28631,0.118822,0.825601,105407,69590,26616.4
oocsp_racks_030_f7_cc,1,3.04303,3.8997,1.33767,0,0,0,1.23342,1.39736,0.607799,0,1.54057,2.13633,0.764093,47390.4,56213.7,60,297.252,4.9542,1,1,1,34673,0,1.21116,81502,135214,46381.1,7485,18780,25575,0,0,5552,3053,0.215874,0.541632,0.893356,0,0,0.160125,0.106644,0.00432613,0,150,0,2,6,0.333333,0.000173045,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.68559,2.43094,0.929767,1.88232,1.81996,2.0052,21267,1.68111,0.101048,0.652313,31172,41918.2,30075,155,101,50.5,0,2,0.0165289,3248,137,28628,0.118241,0.825657,105511,69593,26617.4
oocsp_racks_030_ea4_cc,1,3.04109,3.89295,1.33518,0,0,0,1.23429,1.40003,0.608322,0,1.554,2.14788,0.760872,47341,56090.6,60,297.252,4.9542,1,1,1,34682,0,1.21134,81529,135015,46306.6,7485,18780,25575,0,0,5561,3056,0.215818,0.541491,0.893263,0,0,0.160343,0.106737,0.00432501,0,150,0,2,6,0.333333,0.000173,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.6838,2.4338,0.930163,1.87318,1.82135,2.00469,21270,1.68144,0.102056,0.653575,31172,41925.6,30089.6,124,101,50.5,0,2,0.0165289,3253,141,28631,0.118543,0.825529,105471,69682,26631.5
oocsp_racks_030_mii8,1,3.04299,3.89435,1.336,0,0,0,1.23369,1.39777,0.605912,0,1.5397,2.1311,0.759741,47366.4,56152.8,60,297.252,4.9542,1,1,1,34657,0,1.21043,81454,134967,46301.8,7485,18780,25575,0,0,5536,3057,0.215974,0.541882,0.893231,0,0,0.159737,0.106769,0.00432813,0,150,0,2,6,0.333333,0.000173125,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.68333,2.43493,0.942858,1.87581,1.82214,2.09739,21270,1.68202,0.101936,0.65314,31172,41894.8,30094.8,124,101,50.5,0,2,0.0165289,3254,107,28632,0.117386,0.826153,105461,69717,26995.9
oocsp_racks_100_r1,1,3.13701,4.23667,1.42985,0,0,0,2.35305,2.20491,0.779699,0,1.49634,2.02524,0.695143,462077,556332,200,1331.64,6.65821,1,1,1,342972,0,1.22108,796364,1.45306e+06,490399,70450,195600,249750,0,0,46416,31127,0.20541,0.570309,0.889179,0,0,0.135335,0.110821,0.00145784,0,500,0,2,6,0.333333,1.74941e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,3.83052,2.39723,0.903389,3.3622,2.6107,2.38692,207365,1.63946,0.0377213,0.59564,310367,410299,287254,404,101,101,0,2,0.00498753,31744,317,280877,0.114146,0.81895,1.07591e+06,673327,253741
UD5-gbac,1,3.63286,8.91765,2.7583,0,0,0,2.35203,6.85444,1.12127,0,0.704323,3.04853,2.04836,5824.98,10313.9,349,4148.99,14.4939,2,2,1,4772,0,1.03807,12653,42555,13162.6,0,0,1692,0,0,3051,2905,0,0,0.368066,0,0,0.639355,0.631934,0,0,0,0,1,29,0.0344828,0.00607712,1,0.265171,0.000209556,-0.881186,4.73782e+08,2298.15,4.73782e+08,67.6195,0,1,2,0,1,0,1,1,0,0,0,3.77116,206158,154609,0.833909,33.9717,45.2161,4129,2.30774,1.86491,2.25793,12042,7421.83,13686,46,4.73782e+08,4.73782e+08,0,2,0.130435,8196,1289,4597,2.0633,0.963328,17336,9.4771e+08,7.10736e+08
UD3-gbac,1,3.44408,9.29631,3.04284,0,0,0,2.43475,7.90454,0.982798,0,0.663689,3.03535,2.21182,8236.46,15982.1,478,5993.94,14.0401,2,2,1,6796,0,1.15578,18293,63177.7,20679.2,0,0,2124,0,0,4643,3756,0,0,0.361224,0,0,0.683196,0.638776,0,0,0,0,1,29,0.0344828,0.00426722,1,0.251218,0.000147145,-0.650171,4.65725e+08,2939.4,4.65725e+08,76.544,0,1,2,0,1,0,1,1,0,0,0,3.98061,158442,118821,1.15167,38.3883,51.1279,5365,2.26283,1.85454,2.38978,15300,9491.27,18917.1,71,4.65725e+08,4.65725e+08,0,2,0.126761,10172,1244,5880,1.9415,0.865215,23406,9.31641e+08,6.98669e+08
reduced_UD10-gbac,1,2.80439,9.50672,3.24293,0,0,0,2.22102,5.20004,0.877085,0,1.2138,4.07505,2.40035,1359.95,2710.09,201,1627.78,11.1111,2,2,1,1094,0,0.993642,2997,10400.3,3547.77,0,0,300,0,0,779,801,0,0,0.27248,0,0,0.712066,0.72752,0,0,0,0,1,15,0.0666667,0.0137112,1,0.358866,0.000914077,-1.15051,8.98715e+06,550.013,8.98715e+06,32.9979,0,1,2,0,1,0,1,1,0,0,0,2.78656,16339.9,12250.3,0.55726,16.6378,22.1178,961,1.59877,2.86355,2.8766,1293,1473.47,4136.96,13,8.98715e+06,8.98715e+06,0,2,0.285714,383,324,1101,0.642144,1.0064,3068,1.79902e+07,1.34875e+07
reduced_UD3-gbac,1,3.15237,11.7808,3.83506,0,0,0,3.04298,8.14559,0.791561,0,1.39279,4.79626,2.50075,3475.01,7389.54,478,4898.58,11.368,2,2,1,2612,0,1.01476,7299,30771.5,10017.2,0,0,558,0,0,2033,2016,0,0,0.216783,0,0,0.778331,0.783217,0,0,0,0,1,21,0.047619,0.00803982,1,0.312606,0.000382848,-0.928188,3.09382e+07,1285.97,3.09382e+07,50.6438,0,1,2,0,1,0,1,1,0,0,0,3.19891,24058.3,18037.5,0.740576,25.3727,33.808,2233,1.83919,3.42077,3.69008,3819,3725.28,11890,25,3.09382e+07,3.09382e+07,0,2,0.2,1649,697,2574,0.911422,0.985452,8234,6.1926e+07,4.64286e+07
reduced_UD6-gbac,1,2.8339,9.5335,3.22376,0,0,0,2.29389,5.13632,0.875814,0,1.31415,4.44301,2.26161,1117.21,2195.2,191,1453.25,10.7964,2,2,1,885,0,0.987723,2453,8437.15,2853.03,0,0,220,0,0,647,676,0,0,0.245536,0,0,0.731073,0.754464,0,0,0,0,1,18,0.0555556,0.020339,1,0.357257,0.00112994,-1.37238,7.44211e+06,447.675,7.44211e+06,29.7472,0,1,2,0,1,0,1,1,0,0,0,2.79911,16623.9,12464,0.468343,15.0157,19.9534,761,1.64999,3.09673,2.99575,951,1222.23,3443.88,10,7.44211e+06,7.44211e+06,0,2,0.333333,246,328,896,0.640625,1.01243,2508,1.4895e+07,1.11678e+07
plusexample_6,1,2.74359,8.69044,3.07143,0,0,0,0.276452,0.455993,0.399221,0,0.996694,3.32839,1.8379,110.418,223.1,8,14.5601,6.04439,2,2,1,78,0,0.438202,224,677.854,239.572,0,8,16,0,0,69,162,0,0.102564,0.0898876,0,0,0.884615,0.910112,0,0,0,0,1,1,1,0.0128205,1,0.831776,0.0128205,-0.139393,66,7.42604,66,4.26291,0,0,2,0,5,5,5,5,0,0,0,1.20225,8.88764,4.27512,1.20684,1.50743,1.87317,69,4.6498,2.58123,5.75536,264,103.406,296.712,7,66,66,0,1,0.857143,176,89,178,1.48876,2.28205,214,1582,760.971
