@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassPerentage numeric
@attribute MinorityClassSize numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute StdvNominalAttDistinctValues numeric

@data
X889_fri_c0_100_25,1,0.6902,0.31,0.38,0.6902,0.31,0.38,0.6902,0.31,0.38,1,0.6902,0.31,0.38,0.5,0.26,?,0,0,0,0,0.7048,0.3,0.4,0.7048,0.3,0.4,0.7048,0.3,0.4,0.63,0.37,0.26,50,50,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,38.121301,-19371.56992,?,-1,1.03849,11893.197935,?,-1.999762,-91638847.147731,?,-1,50,50,-75.962778,0,0,0,0.7152,0,0,0.38,0.24,?,1,2,26,100,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.209121,-0,?,-0.034797,1,?,-1.119249,0,?,0.03683,1,?,0.610495,0.782753,?,0.764157,1,0.64,0.36,0.28,0.64,0.36,0.28,0.64,0.36,0.28,0.6894,0.37,0.26,0.6894,0.37,0.26,0.6894,0.37,0.26,-1
X890_cloud,1,0.560444,0.277778,0.10793,0.560444,0.277778,0.10793,0.560444,0.277778,0.10793,0.876716,0.601563,0.231481,0.282678,0.703704,0.074074,-1,0,0,1,2,0.564145,0.314815,0.078313,0.564145,0.314815,0.078313,0.564145,0.314815,0.078313,0.455592,0.435185,-0.093023,70.37037,76,1,11281.768225,26074559.210526,0,2,103.694375,21111483.86778,1,38.052362,-19334.270088,0,2,1.038797,11870.339853,1,-1.999762,-91638847.147731,0,2,29.62963,32,-75.962778,0,0,0,0.436678,1,2,0.453704,-0.07824,-1,2,2,8,108,0,0,6,2,25,0,0,75,25,1,-1.208763,-0,0,-0.034759,1,1,-1.118704,0,0,0.037005,1,1,0.611757,0.810437,0,0.770929,1,0.512336,0.444444,0.022624,0.512336,0.444444,0.022624,0.512336,0.444444,0.022624,0.720395,0.222222,0.349398,0.720395,0.222222,0.349398,0.720395,0.222222,0.349398,0
X891_sleuth_case1202,1,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.9629,0.872076,0.150538,0.701102,0.612903,0.075269,97.698327,0,0,0,0,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.872076,0.150538,0.701102,0.680312,0.27957,0.385671,61.290323,57,1.651822,11281.768225,26074559.210526,0.016691,5,103.694375,21111483.86778,1.290249,38.003479,-19304.26465,0.009856,3.5,1.038028,11855.984533,0.928675,-1.999762,-91638847.147731,0.00302,2,38.709677,36,-75.962778,0,0,0,0.871345,0,0,0.182796,0.616727,129.911922,2,2,7,93,0,0,4,3,28.571429,0,0,57.142857,42.857143,0.928675,-1.20859,-0,0.00302,-0.034759,1,1.290249,-1.118704,0,0.009856,0.037129,1,1.651822,0.612742,0.818734,0.016691,0.770929,1,0.806287,0.193548,0.600287,0.806287,0.193548,0.600287,0.806287,0.193548,0.600287,0.796053,0.182796,0.631726,0.796053,0.182796,0.631726,0.796053,0.182796,0.631726,2.12132
X893_visualizing_hamster,1,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.993357,0.539015,0.479452,-0.013487,0.547945,0.082192,?,0,0,0,0,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.564773,0.410959,0.103928,0.690909,0.328767,0.336364,54.794521,40,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.871941,-19236.062684,?,-1,1.035223,11814.421517,?,-1.999762,-91638847.147731,?,-1,45.205479,33,-75.962778,0,0,0,0.485606,0,0,0.493151,-0.022568,?,1,2,6,73,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.208345,-0,?,-0.034778,1,?,-1.117632,0,?,0.037545,1,?,0.613104,0.827309,?,0.768186,1,0.61553,0.383562,0.229842,0.61553,0.383562,0.229842,0.61553,0.383562,0.229842,0.596212,0.438356,0.086072,0.596212,0.438356,0.086072,0.596212,0.438356,0.086072,-1
X894_rabe_148,1,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,1,0.876492,0.151515,0.69697,0.5,0.090909,?,0,0,1,0,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.905877,0.121212,0.757576,0.939394,0.060606,0.878788,50,33,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.824969,-19205.376094,?,-1,1.032414,11795.711724,?,-1.999762,-91638847.147731,?,-1,50,33,-75.962778,0,0,0,0.950184,1,0,0.060606,0.878788,?,1,2,6,66,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.208288,-0,?,-0.034848,1,?,-1.117046,0,?,0.037502,1,?,0.620455,0.831092,?,0.770929,1,0.863636,0.136364,0.727273,0.863636,0.136364,0.727273,0.863636,0.136364,0.727273,0.953627,0.045455,0.909091,0.953627,0.045455,0.909091,0.953627,0.045455,0.909091,-1
X895_chscase_geyser1,1,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.968804,0.846761,0.121622,0.737128,0.603604,0.013514,?,0,0,0,0,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.856513,0.108108,0.764914,0.798889,0.234234,0.52171,60.36036,134,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.799965,-19193.142211,?,-1,1.031549,11788.203772,?,-1.999762,-91638847.147731,?,-1,39.63964,88,-75.962778,0,0,0,0.895098,0,0,0.103604,0.777865,?,1,2,3,222,0,0,2,1,33.333333,0,0,66.666667,33.333333,?,-1.208313,-0,?,-0.034849,1,?,-1.11735,0,?,0.037129,1,?,0.619713,0.832853,?,0.7691,1,0.782988,0.225225,0.538346,0.782988,0.225225,0.538346,0.782988,0.225225,0.538346,0.842224,0.130631,0.719916,0.842224,0.130631,0.719916,0.842224,0.130631,0.719916,-1
X896_fri_c3_500_25,1,0.855495,0.15,0.694576,0.855495,0.15,0.694576,0.855495,0.15,0.694576,0.989588,0.693182,0.28,0.430709,0.56,0.052,?,0,0,0,1,0.861907,0.154,0.685509,0.861907,0.154,0.685509,0.861907,0.154,0.685509,0.578084,0.418,0.155487,56,280,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.493892,-19041.585497,?,-1,1.024173,11695.127305,?,-1.999762,-91638847.147731,?,-1,44,220,-75.962778,0,0,0,0.681185,0,1,0.346,0.294799,?,1,2,26,500,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.208633,-0,?,-0.034848,1,?,-1.118668,0,?,0.036574,1,?,0.611425,0.822516,?,0.763563,1,0.647403,0.348,0.294518,0.647403,0.348,0.294518,0.647403,0.348,0.294518,0.815925,0.202,0.59149,0.815925,0.202,0.59149,0.815925,0.202,0.59149,-1
X898_hip,1,0.717033,0.259259,0.477901,0.717033,0.259259,0.477901,0.717033,0.259259,0.477901,0.99901,0.629808,0.425926,0.166443,0.518519,0.148148,?,0,0,0,0,0.732143,0.296296,0.401662,0.732143,0.296296,0.401662,0.732143,0.296296,0.401662,0.582418,0.407407,0.168067,51.851852,28,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.290025,-18919.635887,?,-1,1.022621,11622.836092,?,-1.999762,-91638847.147731,?,-1,48.148148,26,-75.962778,0,0,0,0.806319,0,0,0.203704,0.591472,?,1,2,8,54,30,120,7,1,12.5,55.555556,27.777778,87.5,12.5,?,-1.208225,-0,?,-0.034858,1,?,-1.116542,0,?,0.036994,1,?,0.619341,0.875825,?,0.763956,1,0.668269,0.333333,0.339674,0.668269,0.333333,0.339674,0.668269,0.333333,0.339674,0.683379,0.314815,0.377205,0.683379,0.314815,0.377205,0.683379,0.314815,0.377205,-1
X899_analcatdata_negotiation,1,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.858981,0.792249,0.184783,0.587553,0.717391,0.065217,108.944416,0,0,0,0,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.799242,0.206522,0.48467,0.728438,0.23913,0.436526,71.73913,66,0.99693,11281.768225,26074559.210526,0.007885,2,103.694375,21111483.86778,0.99693,37.242907,-18895.840068,0.007885,2,1.020916,11608.280179,0.99693,-1.999762,-91638847.147731,0.007885,2,28.26087,26,-75.962778,0,0,0,0.912879,0,0,0.141304,0.647406,125.440422,2,2,6,92,17,26,4,2,33.333333,18.478261,4.710145,66.666667,33.333333,0.99693,-1.208154,-0,0.007885,-0.034966,1,0.99693,-1.115187,0,0.007885,0.036709,1,0.99693,0.617223,0.926123,0.007885,0.763563,1,0.788753,0.206522,0.507883,0.788753,0.206522,0.507883,0.788753,0.206522,0.507883,0.792249,0.184783,0.587553,0.792249,0.184783,0.587553,0.792249,0.184783,0.587553,0
X900_chscase_census6,1,0.497421,0.4125,0,0.497421,0.4125,0,0.497421,0.4125,0,0.977795,0.438233,0.5025,-0.10137,0.5875,0.0175,?,0,0,0,4,0.497421,0.4125,0,0.497421,0.4125,0,0.497421,0.4125,0,0.483237,0.5075,-0.033079,58.75,235,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.212709,-18860.345609,?,-1,1.025753,11586.499565,?,-1.999762,-91638847.147731,?,-1,41.25,165,-75.962778,0,0,0,0.46547,0,0,0.445,-0.001266,?,1,2,7,400,0,0,6,1,14.285714,0,0,85.714286,14.285714,?,-1.207994,-0,?,-0.034915,1,?,-1.113047,0,?,0.037067,1,?,0.624342,0.973481,?,0.770015,1,0.487234,0.4975,-0.025509,0.487234,0.4975,-0.025509,0.487234,0.4975,-0.025509,0.476995,0.4525,-0.037547,0.476995,0.4525,-0.037547,0.476995,0.4525,-0.037547,-1
X901_fried,1,0.918722,0.110013,0.779976,0.918722,0.110013,0.779976,0.918722,0.110013,0.779976,0.999997,0.699439,0.298249,0.403462,0.501055,0.00027,?,2,0,0,15,0.901542,0.116488,0.767022,0.901542,0.116488,0.767022,0.901542,0.116488,0.767022,0.814289,0.185709,0.628579,50.105475,20427,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,37.092904,-18801.515774,?,-1,1.022559,11550.360416,?,-1.999762,-91638847.147731,?,-1,49.894525,20341,-75.962778,0,0,0,0.945141,0,30,0.135253,0.729507,?,1,2,11,40768,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.20781,-0,?,-0.034849,1,?,-1.116542,0,?,0.036517,1,?,0.620538,0.941395,?,0.764614,1,0.85841,0.141582,0.716831,0.85841,0.141582,0.716831,0.85841,0.141582,0.716831,0.938342,0.11823,0.763539,0.938342,0.11823,0.763539,0.938342,0.11823,0.763539,-1
X902_sleuth_case2002,1,0.654868,0.37415,0.249513,0.654868,0.37415,0.249513,0.654868,0.37415,0.249513,0.997294,0.699275,0.292517,0.420995,0.530612,0.047619,77.324948,0,0,0,8,0.65877,0.333333,0.334719,0.65877,0.333333,0.334719,0.65877,0.333333,0.334719,0.581754,0.435374,0.124511,53.061224,78,0.994351,11281.768225,26074559.210526,0.025834,2,103.694375,21111483.86778,0.901096,37.069534,-18789.767691,0.012897,2,1.021448,11543.166091,0.803091,-1.999762,-91638847.147731,0.001135,2,46.938776,69,-75.962778,0,0,0,0.725938,0,8,0.326531,0.352066,68.866244,5,2,7,147,0,0,2,5,71.428571,0,0,28.571429,71.428571,0.82448,-1.20774,-0,0.001564,-0.034875,1,0.903471,-1.116063,0,0.01231,0.036471,1,0.975337,0.620084,0.960929,0.024818,0.764359,1,0.60786,0.387755,0.216989,0.60786,0.387755,0.216989,0.60786,0.387755,0.216989,0.702899,0.285714,0.434926,0.702899,0.285714,0.434926,0.702899,0.285714,0.434926,0
X903_fri_c2_1000_25,1,0.887925,0.139,0.715402,0.887925,0.139,0.715402,0.887925,0.139,0.715402,0.988517,0.768052,0.228,0.542963,0.563,0.026,?,0,0,0,1,0.854372,0.133,0.728945,0.854372,0.133,0.728945,0.854372,0.133,0.728945,0.620239,0.376,0.239375,56.3,563,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,36.774114,-18644.471003,?,-1,1.013734,11453.913337,?,-1.999762,-91638847.147731,?,-1,43.7,437,-75.962778,0,0,0,0.741081,0,0,0.224,0.548931,?,1,2,26,1000,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.207991,-0,?,-0.034934,1,?,-1.118575,0,?,0.035987,1,?,0.611,0.884662,?,0.751021,1,0.755856,0.238,0.514081,0.755856,0.238,0.514081,0.755856,0.238,0.514081,0.896474,0.125,0.743802,0.896474,0.125,0.743802,0.896474,0.125,0.743802,-1
X904_fri_c0_1000_50,1,0.837483,0.184,0.631971,0.837483,0.184,0.631971,0.837483,0.184,0.631971,0.999711,0.675212,0.335,0.333386,0.51,0.051,?,0,0,0,0,0.806569,0.211,0.577814,0.806569,0.211,0.577814,0.806569,0.211,0.577814,0.634914,0.365,0.269796,51,510,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,36.195792,-18360.516221,?,-1,0.998148,11279.485781,?,-1.999762,-91638847.147731,?,-1,49,490,-75.962778,0,0,0,0.906787,0,0,0.177,0.645646,?,1,2,51,1000,0,0,50,1,1.960784,0,0,98.039216,1.960784,?,-1.208907,-0,?,-0.035036,1,?,-1.124992,0,?,0.033663,1,?,0.595777,0.826831,?,0.726425,1,0.659744,0.34,0.319565,0.659744,0.34,0.319565,0.659744,0.34,0.319565,0.835776,0.207,0.58605,0.835776,0.207,0.58605,0.835776,0.207,0.58605,-1
X906_chscase_census5,1,0.497497,0.4825,0,0.497497,0.4825,0,0.497497,0.4825,0,0.999116,0.475695,0.5325,-0.033178,0.5175,0.02,?,0,0,0,5,0.497497,0.4825,0,0.497497,0.4825,0,0.497497,0.4825,0,0.480376,0.5175,-0.039365,51.75,207,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,36.112198,-18310.172026,?,-1,0.997961,11249.04049,?,-1.999762,-91638847.147731,?,-1,48.25,193,-75.962778,0,0,0,0.435559,0,6,0.54,-0.081325,?,1,2,8,400,0,0,7,1,12.5,0,0,87.5,12.5,?,-1.208533,-0,?,-0.035013,1,?,-1.12302,0,?,0.033752,1,?,0.59843,0.838492,?,0.726425,1,0.495745,0.5025,-0.00853,0.495745,0.5025,-0.00853,0.495745,0.5025,-0.00853,0.532164,0.48,0.045512,0.532164,0.48,0.045512,0.532164,0.48,0.045512,-1
X907_chscase_census4,1,0.512086,0.49,0.016163,0.467095,0.5325,-0.065799,0.522971,0.4625,0.057325,0.999351,0.474102,0.515,-0.034656,0.515,0.02,?,0,0,0,7,0.5,0.485,0,0.5,0.485,0,0.5,0.485,0,0.529276,0.47,0.058588,51.5,206,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,36.042627,-18271.282027,?,-1,0.997966,11225.181636,?,-1.999762,-91638847.147731,?,-1,48.5,194,-75.962778,0,0,0,0.514313,0,7,0.465,0.06127,?,1,2,8,400,0,0,7,1,12.5,0,0,87.5,12.5,?,-1.208339,-0,?,-0.034925,1,?,-1.122077,0,?,0.034091,1,?,0.60274,0.866988,?,0.726425,1,0.533805,0.4675,0.067378,0.533805,0.4675,0.067378,0.533805,0.4675,0.067378,0.516665,0.4775,0.029126,0.516665,0.4775,0.029126,0.516665,0.4775,0.029126,-1
X908_chscase_census3,1,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.998846,0.504332,0.4775,0.009542,0.52,0.02,?,0,0,0,4,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.508413,0.49,0.016854,52,208,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.966885,-18232.586139,?,-1,0.995769,11201.414069,?,-1.999762,-91638847.147731,?,-1,48,192,-75.962778,0,0,0,0.49687,0,0,0.5,-0.007252,?,1,2,8,400,0,0,7,1,12.5,0,0,87.5,12.5,?,-1.208257,-0,?,-0.03493,1,?,-1.12136,0,?,0.034254,1,?,0.599659,0.941395,?,0.726425,1,0.495393,0.5025,-0.009239,0.495393,0.5025,-0.009239,0.495393,0.5025,-0.009239,0.477264,0.52,-0.040416,0.477264,0.52,-0.040416,0.477264,0.52,-0.040416,-1
X909_chscase_census2,1,0.497499,0.4925,0,0.497499,0.4925,0,0.497499,0.4925,0,0.999838,0.483659,0.5,0.008846,0.5075,0.02,?,0,0,0,0,0.496712,0.4925,0.003188,0.496712,0.4925,0.003188,0.496712,0.4925,0.003188,0.552737,0.4475,0.105403,50.75,203,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.900348,-18194.020529,?,-1,0.996438,11177.757771,?,-1.999762,-91638847.147731,?,-1,49.25,197,-75.962778,0,0,0,0.462729,0,4,0.54,-0.079919,?,1,2,8,400,0,0,7,1,12.5,0,0,87.5,12.5,?,-1.208176,-0,?,-0.034866,1,?,-1.11985,0,?,0.034625,1,?,0.604999,0.995705,?,0.726693,1,0.497875,0.5025,-0.004247,0.497875,0.5025,-0.004247,0.497875,0.5025,-0.004247,0.535733,0.4675,0.067657,0.535733,0.4675,0.067657,0.535733,0.4675,0.067657,-1
X910_fri_c1_1000_10,1,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.877233,0.142,0.70915,0.988149,0.73815,0.269,0.45937,0.564,0.011,?,0,0,0,1,0.859093,0.139,0.715369,0.859093,0.139,0.715369,0.859093,0.139,0.715369,0.669822,0.324,0.340176,56.4,564,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.788843,-18139.268736,?,-1,0.993376,11144.12323,?,-1.999762,-91638847.147731,?,-1,43.6,436,-75.962778,0,0,0,0.746873,0,2,0.305,0.37545,?,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.208218,-0,?,-0.034925,1,?,-1.121383,0,?,0.034091,1,?,0.60274,0.975627,?,0.726425,1,0.8157,0.18,0.633048,0.8157,0.18,0.633048,0.8157,0.18,0.633048,0.893918,0.156,0.683462,0.893918,0.156,0.683462,0.893918,0.156,0.683462,-1
X911_fri_c2_250_5,1,0.766883,0.228,0.547475,0.812013,0.18,0.630784,0.72711,0.192,0.616368,0.989588,0.766883,0.228,0.547475,0.56,0.024,?,0,0,0,0,0.823669,0.156,0.684976,0.823669,0.156,0.684976,0.823669,0.156,0.684976,0.797078,0.2,0.594156,56,140,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.733567,-18112.016229,?,-1,0.991996,11127.381759,?,-1.999762,-91638847.147731,?,-1,44,110,-75.962778,0,0,0,0.753247,0,0,0.196,0.608751,?,1,2,6,250,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.208239,-0,?,-0.034938,1,?,-1.12136,0,?,0.034018,1,?,0.59843,0.960929,?,0.724502,1,0.852273,0.148,0.701131,0.852273,0.148,0.701131,0.852273,0.148,0.701131,0.869318,0.168,0.655738,0.869318,0.168,0.655738,0.869318,0.168,0.655738,-1
X912_fri_c2_1000_5,1,0.788774,0.206,0.584932,0.884566,0.111,0.770998,0.774006,0.19,0.612978,0.979544,0.788774,0.206,0.584932,0.584,0.006,?,0,0,0,1,0.889942,0.108,0.775867,0.889942,0.108,0.775867,0.889942,0.108,0.775867,0.879413,0.115,0.762251,58.4,584,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.678725,-18084.845488,?,-1,0.990705,11110.690517,?,-1.999762,-91638847.147731,?,-1,41.6,416,-75.962778,0,0,0,0.76926,0,2,0.18,0.634348,?,1,2,6,1000,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.208232,-0,?,-0.034934,1,?,-1.121336,0,?,0.033946,1,?,0.5968,0.941791,?,0.724437,1,0.893836,0.103,0.787944,0.893836,0.103,0.787944,0.893836,0.103,0.787944,0.898857,0.127,0.736711,0.898857,0.127,0.736711,0.898857,0.127,0.736711,-1
X913_fri_c2_1000_10,1,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.899405,0.131,0.729428,0.981454,0.780608,0.218,0.553425,0.58,0.011,?,0,0,0,0,0.863251,0.125,0.74165,0.863251,0.125,0.74165,0.863251,0.125,0.74165,0.740681,0.257,0.477132,58,580,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.569005,-18030.747835,?,-1,0.988028,11077.457821,?,-1.999762,-91638847.147731,?,-1,42,420,-75.962778,0,0,0,0.743826,0,0,0.205,0.576306,?,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.208218,-0,?,-0.034943,1,?,-1.121621,0,?,0.033946,1,?,0.595069,0.9224,?,0.724354,1,0.811043,0.183,0.623519,0.811043,0.183,0.623519,0.811043,0.183,0.623519,0.873235,0.122,0.746425,0.873235,0.122,0.746425,0.873235,0.122,0.746425,-1
X915_plasma_retinol,1,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.506713,0.428571,0.012677,0.982474,0.513117,0.431746,-0.014253,0.577778,0.044444,136.312668,0,0,1,6,0.553458,0.438095,0.091042,0.553458,0.438095,0.091042,0.553458,0.438095,0.091042,0.535281,0.444444,0.089069,57.777778,182,1.565718,11281.768225,26074559.210526,0.009993,3,103.694375,21111483.86778,1.185276,35.544259,-17969.997372,0.007208,2.666667,0.992996,11042.060899,0.56651,-1.999762,-91638847.147731,0.002629,2,42.222222,133,-75.962778,0,0,0,0.530654,1,8,0.501587,0.01387,163.450297,2,2,14,315,0,0,10,4,14.285714,0,0,71.428571,28.571429,0.56651,-1.207992,-0,0.002629,-0.034894,1,1.423601,-1.119672,0,0.009001,0.034599,1,1.565718,0.604855,0.997167,0.009993,0.726559,1,0.517021,0.466667,0.032753,0.517021,0.466667,0.032753,0.517021,0.466667,0.032753,0.588449,0.419048,0.057143,0.588449,0.419048,0.057143,0.588449,0.419048,0.057143,0.57735
X916_fri_c3_100_5,1,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.806818,0.21,0.581006,0.989588,0.644075,0.36,0.286846,0.56,0.06,?,0,0,0,0,0.666599,0.31,0.363188,0.666599,0.31,0.363188,0.666599,0.31,0.363188,0.728896,0.26,0.46458,56,56,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,35.490814,-17943.248343,?,-1,0.992002,11025.625857,?,-1.999762,-91638847.147731,?,-1,44,44,-75.962778,0,0,0,0.709416,0,0,0.37,0.254633,?,1,2,6,100,0,0,5,1,16.666667,0,0,83.333333,16.666667,?,-1.207991,-0,?,-0.034925,1,?,-1.119495,0,?,0.034573,1,?,0.60471,0.995,?,0.72696,1,0.715097,0.27,0.439834,0.715097,0.27,0.439834,0.715097,0.27,0.439834,0.73336,0.31,0.384432,0.73336,0.31,0.384432,0.73336,0.31,0.384432,-1
