@RELATION Feature_Runstatus_QBF_2011

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE all_feats {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
stmt19_3_177,1,ok
stmt19_3_309,1,ok
stmt19_3_78,1,ok
stmt19_3_83,1,ok
stmt19_66_318,1,ok
stmt19_66_90,1,ok
stmt19_67_83,1,ok
stmt19_79_87,1,ok
stmt19_83_302,1,ok
stmt19_83_90,1,ok
stmt19_90_133,1,ok
stmt21_127_258,1,ok
stmt21_134_418,1,ok
stmt21_143_258,1,ok
stmt21_252_310,1,ok
stmt21_267_310,1,ok
stmt21_310_360,1,ok
stmt21_4_5,1,ok
stmt21_70_258,1,ok
stmt21_71_304,1,ok
stmt21_71_70,1,ok
stmt21_79_314,1,ok
stmt21_79_91,1,ok
stmt22_179_182,1,ok
stmt22_6_80,1,ok
stmt22_92_259,1,ok
stmt23_66_76,1,ok
stmt24_148_149,1,ok
stmt24_292_293,1,ok
stmt24_765_766,1,ok
stmt24_7_8,1,ok
stmt25_52_53,1,ok
stmt25_597_598,1,ok
stmt2_649_723,1,ok
stmt2_649_776,1,ok
stmt27_149_224,1,ok
stmt27_296_297,1,ok
stmt27_93_98,1,ok
stmt28_68_81,1,ok
stmt29_21_275,1,ok
stmt2_976_999,1,ok
stmt31_100_276,1,ok
stmt31_22_23,1,ok
stmt32_122_129,1,ok
stmt32_153_277,1,ok
stmt32_228_277,1,ok
stmt3_639_640,1,ok
stmt37_941_942,1,ok
stmt38_943_942,1,ok
stmt39_34_107,1,ok
stmt3_969_973,1,ok
stmt41_235_286,1,ok
stmt41_262_275,1,ok
stmt41_336_385,1,ok
stmt41_36_37,1,ok
stmt44_107_108,1,ok
stmt44_107_113,1,ok
stmt44_252_301,1,ok
stmt44_40_162,1,ok
stmt44_40_41,1,ok
stmt44_554_604,1,ok
stmt46_163_289,1,ok
stmt47_239_290,1,ok
stmt50_167_293,1,ok
stmt52_117_295,1,ok
stmt52_295_394,1,ok
stmt52_54_55,1,ok
stmt53_208_245,1,ok
stmt5_731_730,1,ok
stmt6_13_14,1,ok
stmt70_191_213,1,ok
stmt70_495_501,1,ok
stmt72_696_721,1,ok
stmt7_33_34,1,ok
stmt82_224_225,1,ok
stmt85_64_122,1,ok
stmt86_889_890,1,ok
stmt9_350_351,1,ok
stmt9_445_446,1,ok
szymanski-10-s-shuffled,1,ok
szymanski-24-s-shuffled,1,ok
T-adeu-0,1,ok
T-adeu-1,1,ok
T-adeu-2,1,ok
T-adeu-3,1,ok
T-adeu-4,1,ok
T-adeu-5,1,ok
T-adeu-6,1,ok
T-adeu-7,1,ok
T-adeu-8,1,ok
T-adeu-9,1,ok
T-edau-0,1,ok
T-edau-1,1,ok
T-edau-2,1,ok
T-edau-3,1,ok
T-edau-4,1,ok
T-edau-5,1,ok
T-edau-6,1,ok
T-edau-7,1,ok
T-edau-8,1,ok
T-edau-9,1,ok
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,ok
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,ok
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,ok
test1_quant2,1,ok
test1_quant3,1,ok
test1_quant_squaring2,1,ok
test1_quant_squaring3,1,ok
test3_quant2-shuffled,1,ok
test3_quant4,1,ok
test3_quant_squaring4,1,ok
test4_quant2,1,ok
test4_quant4,1,ok
test4_quant_squaring2,1,ok
test4_quant_squaring4,1,ok
test5_quant5-shuffled,1,ok
test5_quant_squaring5-shuffled,1,ok
texas.ifetch1^4.E-f4-shuffled,1,ok
texas.ifetch1^9.E-f4-shuffled,1,ok
TOILET10.1.iv.20-shuffled,1,ok
TOILET16.1.iv.32-shuffled,1,ok
TOILET7.1.iv.13-shuffled,1,ok
TOILET7.1.iv.14-shuffled,1,ok
toilet_a_02_01.2-shuffled,1,ok
toilet_a_02_10.2-shuffled,1,ok
toilet_a_04_10.2-shuffled,1,ok
toilet_a_06_01.4-shuffled,1,ok
toilet_a_06_10.2-shuffled,1,ok
toilet_a_08_01.4-shuffled,1,ok
toilet_a_08_10.2-shuffled,1,ok
toilet_a_10_01.11-shuffled,1,ok
toilet_a_10_01.5-shuffled,1,ok
toilet_a_10_10.2-shuffled,1,ok
toilet_c_02_01.2-shuffled,1,ok
toilet_c_04_01.4-shuffled,1,ok
toilet_c_04_10.2-shuffled,1,ok
toilet_c_06_01.5-shuffled,1,ok
toilet_c_06_10.2-shuffled,1,ok
toilet_c_08_01.13-shuffled,1,ok
toilet_c_08_01.16-shuffled,1,ok
toilet_c_08_01.4-shuffled,1,ok
toilet_c_08_05.10-shuffled,1,ok
toilet_c_08_05.6-shuffled,1,ok
toilet_c_08_05.7-shuffled,1,ok
toilet_c_08_05.8-shuffled,1,ok
toilet_c_08_05.9-shuffled,1,ok
toilet_c_08_10.2-shuffled,1,ok
toilet_c_10_01.11-shuffled,1,ok
toilet_c_10_01.15-shuffled,1,ok
toilet_c_10_01.20-shuffled,1,ok
toilet_c_10_01.4-shuffled,1,ok
toilet_c_10_05.11-shuffled,1,ok
toilet_c_10_05.12-shuffled,1,ok
toilet_c_10_05.7-shuffled,1,ok
toilet_c_10_05.9-shuffled,1,ok
toilet_c_10_10.2-shuffled,1,ok
toilet_g_02_01.2-shuffled,1,ok
toilet_g_04_01.2-shuffled,1,ok
toilet_g_08_01.2-shuffled,1,ok
toilet_g_20_01.2-shuffled,1,ok
uclid-pipe2,1,ok
uclid-pipe3a,1,ok
Umbrella_tbm_05.tex.module.000011,1,ok
Umbrella_tbm_05.tex.module.000015,1,ok
Umbrella_tbm_05.tex.module.000025,1,ok
Umbrella_tbm_05.tex.module.000030,1,ok
Umbrella_tbm_05.tex.module.000039,1,ok
Umbrella_tbm_05.tex.module.000043,1,ok
Umbrella_tbm_05.tex.module.000053,1,ok
Umbrella_tbm_05.tex.module.000064,1,ok
Umbrella_tbm_05.tex.module.000065,1,ok
Umbrella_tbm_05.tex.module.000079,1,ok
Umbrella_tbm_05.tex.module.000088,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,ok
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,ok
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,ok
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,ok
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,ok
Umbrella_tbm_21.tex.module.000024,1,ok
Umbrella_tbm_21.tex.module.000029,1,ok
Umbrella_tbm_21.tex.module.000044,1,ok
Umbrella_tbm_21.tex.module.000049,1,ok
Umbrella_tbm_21.tex.module.000056,1,ok
Umbrella_tbm_21.tex.module.000069,1,ok
Umbrella_tbm_21.tex.module.000079,1,ok
Umbrella_tbm_21.tex.module.000129,1,ok
Umbrella_tbm_21.tex.module.000134,1,ok
Umbrella_tbm_21.tex.module.000139,1,ok
Umbrella_tbm_21.tex.module.000149,1,ok
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,ok
Umbrella_tbm_24.tex.module.000066,1,ok
Umbrella_tbm_24.tex.module.000103,1,ok
Umbrella_tbm_24.tex.module.000131,1,ok
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,ok
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,ok
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,ok
Umbrella_tbm_25.tex.module.000003,1,ok
Umbrella_tbm_25.tex.module.000031,1,ok
Umbrella_tbm_25.tex.module.000041,1,ok
Umbrella_tbm_25.tex.module.000084,1,ok
Umbrella_tbm_25.tex.module.000087,1,ok
Umbrella_tbm_25.tex.module.000099,1,ok
Umbrella_tbm_25.tex.module.000106,1,ok
Umbrella_tbm_25.tex.module.000121,1,ok
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,ok
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,ok
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,ok
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,ok
Umbrella_tbm_26.tex.module.000004,1,ok
Umbrella_tbm_26.tex.module.000021,1,ok
Umbrella_tbm_26.tex.module.000041,1,ok
Umbrella_tbm_26.tex.module.000061,1,ok
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,ok
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,ok
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,ok
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,ok
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,ok
Umbrella_tbm_29.tex.module.000009,1,ok
Umbrella_tbm_29.tex.module.000010,1,ok
Umbrella_tbm_29.tex.module.000078,1,ok
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,ok
vis.arbiter.E-f4-shuffled,1,ok
vis.coherence^1.E-d4-shuffled,1,ok
vis.elevator^1.E-f2-shuffled,1,ok
vis.emodel.E-f4-shuffled,1,ok
vis.prodcell^01.E-d4-shuffled,1,ok
vis.prodcell^04.E-f4-shuffled,1,ok
vis.prodcell^05.E-f4-shuffled,1,ok
vis.prodcell^08.E-f4-shuffled,1,ok
vis.prodcell^09.E-f2-shuffled,1,ok
vis.prodcell^23.E-f4-shuffled,1,ok
vis.prodcell^24.E-f3-shuffled,1,ok
vonNeumann-ripple-carry-13-c-shuffled,1,ok
vonNeumann-ripple-carry-15-c-shuffled,1,ok
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,ok
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,ok
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,ok
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,ok
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,ok
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,ok
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,ok
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,ok
x120.0,1,ok
x120.1,1,ok
x120.2,1,ok
x120.3,1,ok
x120.4,1,ok
x120.5,1,ok
x120.6,1,ok
x120.7,1,ok
x120.8,1,ok
x120.9,1,ok
x240.0,1,ok
x240.1,1,ok
x240.2,1,ok
x240.3,1,ok
x240.4,1,ok
x240.5,1,ok
x240.6,1,ok
x240.7,1,ok
x240.8,1,ok
x240.9,1,ok
x30.0,1,ok
x30.1,1,ok
x30.2,1,ok
x30.3,1,ok
x30.4,1,ok
x30.5,1,ok
x30.6,1,ok
x30.7,1,ok
x30.8,1,ok
x30.9,1,ok
x60.0,1,ok
x60.1,1,ok
x60.2,1,ok
x60.3,1,ok
x60.4,1,ok
x60.5,1,ok
x60.6,1,ok
x60.7,1,ok
x60.8,1,ok
x60.9,1,ok
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,ok
