@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC

@DATA
125923,1,15.0,690.0,0.021739130434782608,0.0,0.0,55.507246376811594,93.33333333333333,383.0,6.666666666666667,6.666666666666667,307.0,0.0,14.0,0.0,1.0,1.0,2.0
3559,1,4.0,72.0,0.05555555555555555,0.0,0.0,16.666666666666664,75.0,12.0,0.0,25.0,12.0,0.0,3.0,0.0,1.0,0.0,6.0
3560,1,5.0,797.0,0.006273525721455458,0.0,0.0,19.44792973651192,0.0,155.0,20.0,100.0,123.0,0.0,0.0,0.0,5.0,1.0,6.0
3561,1,10.0,672.0,0.01488095238095238,1200.0,17.857142857142858,66.66666666666666,50.0,448.0,10.0,50.0,224.0,99.10714285714286,5.0,666.0,5.0,1.0,2.0
3562,1,4.0,87.0,0.04597701149425287,0.0,0.0,59.77011494252874,75.0,52.0,25.0,25.0,35.0,0.0,3.0,0.0,1.0,1.0,2.0
3567,1,24.0,500.0,0.048,0.0,0.0,16.0,83.33333333333334,80.0,0.0,16.666666666666664,6.0,0.0,20.0,0.0,4.0,0.0,15.0
3569,1,19.0,61.0,0.3114754098360656,0.0,0.0,63.934426229508205,52.63157894736842,39.0,0.0,47.368421052631575,3.0,0.0,10.0,0.0,9.0,0.0,4.0
3570,1,9.0,209.0,0.0430622009569378,15.0,0.7974481658692184,64.11483253588517,77.77777777777779,134.0,11.11111111111111,22.22222222222222,75.0,7.177033492822966,7.0,15.0,2.0,1.0,2.0
3573,1,785.0,70000.0,0.011214285714285715,0.0,0.0,11.252857142857142,99.87261146496816,7877.0,0.0,0.12738853503184713,6313.0,0.0,784.0,0.0,1.0,0.0,10.0
3577,1,3.0,130.0,0.023076923076923078,0.0,0.0,20.0,33.33333333333333,26.0,0.0,66.66666666666666,26.0,0.0,1.0,0.0,2.0,0.0,5.0
3579,1,4.0,52.0,0.07692307692307693,0.0,0.0,53.84615384615385,75.0,28.0,25.0,25.0,24.0,0.0,3.0,0.0,1.0,1.0,2.0
3580,1,5.0,125.0,0.04,0.0,0.0,60.8,40.0,76.0,20.0,60.0,49.0,0.0,2.0,0.0,3.0,1.0,2.0
