@RELATION feature_values_premarshalling_astar_2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC

@DATA
cv_data4-6-37,1,6,6,1,0.666667,0,1,1,1,1,0,1,12,5.16667,3.43592,0.361111,16
cv_data5-5-21,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,16,7,5.93296,0.457143,19
cv_data4-6-30,1,6,6,1,0.666667,0,0.833333,1,1,1,0,1,14,7.6,5.1614,0.361111,15
cv_data4-5-27,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,12,6.4,3.97995,0.333333,12
cv_data4-5-21,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,7,4.2,2.31517,0.4,16
cv_data3-8-25,1,8,5,625,0.6,0,0.75,1,1,1,0,2,20,10,5.50757,0.25,11
cv_data4-5-15,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,9,5.8,2.78568,0.466667,18
cv_data5-5-31,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,17,9.2,5.45527,0.542857,23
cv_data4-7-2,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,19,8.57143,6.25316,0.404762,19
cv_data5-4-10,1,4,7,1.75,0.714286,0,1,1,1,1,0,3,13,7,3937,0.428571,15
cv_data4-4-34,1,4,6,1.5,0.666667,0,1,1,1,1,0,2,9,5,2.54951,375,11
cv_data5-7-4,1,7,7,1,0.714286,0,1,1,1,1,0,2,25,11.1429,6.87498,0.408163,22
cv_data4-4-14,1,4,6,1.5,0.666667,0,1,1,1,1,0,2,14,5.75,4.81534,0.416667,13
cv_data5-7-22,1,7,7,1,0.714286,0,0.857143,1,1,1,0,1,9,5.16667,2.91071,0.367347,21
cv_data4-6-2,1,6,6,1,0.666667,0,1,1,1,1,0,2,11,6,3.05505,0.25,11
cv_data4-7-12,1,7,6,0.857143,0.666667,0,1,1,1,1,0,3,22,11,7.11136,0.452381,22
cv_data5-5-30,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,14,7.8,4.9558,0.4,16
cv_data3-8-28,1,8,5,625,0.6,0,875,1,1,1,0,1,20,8.28571,6.27271,275,12
cv_data5-6-37,1,6,7,1.16667,0.714286,0,1,1,1,1,0,2,14,9,3.91578,0.452381,23
cv_data5-6-20,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,18,6.5,6.07591,0.404762,19
cv_data4-6-29,1,6,6,1,0.666667,0,1,1,1,1,0,1,13,6.33333,4.14997,0.361111,16
cv_data4-4-10,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,10,4.75,3.56195,0.333333,10
cv_data4-5-29,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,16,6.6,5.23832,0.433333,16
cv_data3-8-24,1,8,5,625,0.6,0,0.75,1,1,1,0,1,18,9.33333,6.77413,225,10
cv_data5-4-35,1,4,7,1.75,0.714286,0,1,1,1,1,0,2,11,6.25,3.83243,0.464286,17
cv_data5-4-22,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,9,6.25,1.92029,0.464286,17
cv_data5-4-29,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,11,7.25,2.86138,0.535714,20
cv_data3-7-27,1,7,5,0.714286,0.6,0,1,1,1,1,0,1,14,6.14286,4.25705,0.342857,14
cv_data3-7-5,1,7,5,0.714286,0.6,0,1,1,1,1,0,1,14,5,4,0.314286,14
cv_data4-5-3,1,5,6,1.2,0.666667,0,1,1,1,1,0,2,12,7.4,3.44093,0.466667,18
cv_data4-6-12,1,6,6,1,0.666667,0,1,1,1,1,0,3,17,9.83333,4.56131,0.444444,19
cv_data5-8-8,1,8,7,875,0.714286,0,1,1,1,1,0,2,18,9.25,5.23808,0.428571,29
cv_data4-6-25,1,6,6,1,0.666667,0,1,1,1,1,0,2,14,6.33333,3.94405,0.444444,19
cv_data4-7-31,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,9,4.71429,2.6573,0.380952,21
cv_data5-6-22,1,6,7,1.16667,0.714286,0,1,1,1,1,0,2,14,6.5,4.11299,0.452381,23
cv_data4-6-19,1,6,6,1,0.666667,0,1,1,1,1,0,1,21,7.66667,7.11024,0.416667,17
cv_data5-4-30,1,4,7,1.75,0.714286,0,1,1,1,1,0,3,12,6.25,3.49106,0.464286,16
cv_data5-5-17,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,8,5.6,1.85472,0.457143,21
cv_data4-6-34,1,6,6,1,0.666667,0,1,1,1,1,0,2,15,7.83333,4.52462,0.472222,21
cv_data5-5-32,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,18,8.8,5.41849,0.457143,18
cv_data4-6-32,1,6,6,1,0.666667,0,1,1,1,1,0,1,21,9.16667,6.84146,0.416667,17
cv_data5-4-33,1,4,7,1.75,0.714286,0,1,1,1,1,0,3,12,8.5,3.3541,0.464286,16
cv_data3-7-12,1,7,5,0.714286,0.6,0,0.714286,1,1,1,0,2,15,8.2,4.83322,0.257143,10
cv_data4-7-11,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,17,8.42857,5.60248,0.404762,21
cv_data4-4-35,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,10,4.5,3.5,0.5,16
cv_data5-4-25,1,4,7,1.75,0.714286,0,1,1,1,1,0,4,16,9.75,5.30919,0.464286,16
cv_data4-6-10,1,6,6,1,0.666667,0,1,1,1,1,0,2,11,7,3.16228,0.416667,19
cv_data4-7-21,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,21,7.14286,6.74915,0.428571,22
cv_data4-6-4,1,6,6,1,0.666667,0,1,1,1,1,0,3,15,8,4.54606,0.416667,18
cv_data5-4-38,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,11,4.25,3.96074,0.464286,16
cv_data4-7-7,1,7,6,0.857143,0.666667,0,1,1,1,1,0,2,16,8.28571,4.36592,0.452381,23
cv_data4-7-3,1,7,6,0.857143,0.666667,0,0.714286,1,1,1,0,2,19,7.6,6.01997,0.309524,14
cv_data5-8-3,1,8,7,875,0.714286,0,1,1,1,1,0,2,28,11875,7.81725,0.5,34
cv_data5-7-37,1,7,7,1,0.714286,0,0.857143,1,1,1,0,1,30,10.6667,9.99444,0.387755,20
cv_data5-5-20,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,16,5.8,5.49181,0.428571,17
cv_data4-4-24,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,5.5,2.95804,0.416667,13
cv_data5-4-14,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,11,6,3.80789,0.535714,20
cv_data5-8-4,1,8,7,875,0.714286,0,1,1,1,1,0,2,22,10875,7.37288,0.464286,30
cv_data4-6-40,1,6,6,1,0.666667,0,1,1,1,1,0,1,15,8.33333,4.88763,0.472222,21
cv_data5-6-31,1,6,7,1.16667,0.714286,0,1,1,1,1,0,2,15,7.16667,5.2731,0.428571,22
cv_data4-6-14,1,6,6,1,0.666667,0,1,1,1,1,0,1,22,9.5,7.32006,0.361111,15
cv_data5-7-1,1,7,7,1,0.714286,0,1,1,1,1,0,3,27,9.71429,7.66652,0.387755,22
cv_data5-7-32,1,7,7,1,0.714286,0,1,1,1,1,0,3,24,11.8571,7.29831,0.510204,30
cv_data4-7-28,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,12,6.28571,4.06076,0.47619,25
cv_data4-4-2,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,13,7.25,4.60299,375,11
cv_data5-7-12,1,7,7,1,0.714286,0,1,1,1,1,0,4,15,8.71429,3.69224,0.489796,29
cv_data4-7-5,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,20,8.71429,5.64963,0.404762,20
cv_data5-4-1,1,4,7,1.75,0.714286,0,1,1,1,1,0,3,9,5.5,2.29129,0.428571,16
cv_data4-5-17,1,5,6,1.2,0.666667,0,1,1,1,1,0,2,13,6,3.89872,0.466667,18
cv_data4-6-33,1,6,6,1,0.666667,0,0.833333,1,1,1,0,1,20,7.6,6.65132,0.305556,12
cv_data4-7-8,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,16,7.42857,5.42105,0.333333,17
cv_data5-4-24,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,13,5.75,4.76314,0.5,18
cv_data4-4-13,1,4,6,1.5,0.666667,0,1,1,1,1,0,4,8,6,1.58114,0.458333,15
cv_data5-4-12,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,8,3.5,2.69258,0.428571,17
cv_data5-6-7,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,23,9.66667,8.03465,0.47619,23
cv_data5-6-35,1,6,7,1.16667,0.714286,0,1,1,1,1,0,4,11,8,2.38048,0.5,26
cv_data4-6-11,1,6,6,1,0.666667,0,1,1,1,1,0,1,16,6.5,5.25198,0.388889,17
cv_data5-4-16,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,11,5.25,3.76663,0.5,18
cv_data4-7-4,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,22,8.71429,7.59162,0.428571,21
cv_data5-7-11,1,7,7,1,0.714286,0,1,1,1,1,0,2,26,9.28571,7.24498,0.469388,26
cv_data5-6-33,1,6,7,1.16667,0.714286,0,1,1,1,1,0,3,17,8.16667,4.52462,0.5,26
cv_data5-5-28,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,19,7.4,6.08605,0.457143,19
cv_data5-5-15,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,10,4.6,3.38231,0.457143,19
cv_data3-6-24,1,6,5,0.833333,0.6,0,1,1,1,1,0,1,11,4.66667,3.39935,0.333333,13
cv_data5-4-34,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,15,8.25,5.26189,0.5,18
cv_data4-5-35,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,7,3.6,2.15407,0.333333,13
cv_data5-7-31,1,7,7,1,0.714286,0,0.857143,1,1,1,0,1,15,8.5,5.18813,0.408163,22
cv_data4-7-10,1,7,6,0.857143,0.666667,0,1,1,1,1,0,3,26,10.2857,7.51597,0.380952,18
cv_data4-7-29,1,7,6,0.857143,0.666667,0,1,1,1,1,0,2,22,8.57143,6.49961,0.357143,17
cv_data5-4-18,1,4,7,1.75,0.714286,0,0.75,1,1,1,0,2,8,5,2.44949,0.25,8
cv_data5-6-19,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,11,4.83333,3.23608,0.380952,20
cv_data4-5-32,1,5,6,1.2,0.666667,0,1,1,1,1,0,8,14,10.8,2.31517,0.5,19
cv_data4-6-13,1,6,6,1,0.666667,0,0.833333,1,1,1,0,2,16,7,4.81664,0.25,10
cv_data5-8-36,1,8,7,875,0.714286,0,1,1,1,1,0,1,33,12.75,10779,0.446429,27
cv_data4-5-12,1,5,6,1.2,0.666667,0,0.8,1,1,1,0,1,9,6,3.08221,0.366667,13
cv_data4-5-28,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,12,7.2,3.86782,0.366667,13
cv_data5-5-4,1,5,7,1.4,0.714286,0,1,1,1,1,0,2,16,6.4,5.08331,0.485714,21
cv_data4-4-7,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,10,5.25,3.26917,0.458333,14
cv_data5-5-36,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,9,6.2,2.13542,0.457143,20
cv_data4-7-16,1,7,6,0.857143,0.666667,0,0.714286,1,1,1,0,2,7,4.2,1.72047,0.214286,11
cv_data4-6-39,1,6,6,1,0.666667,0,1,1,1,1,0,1,8,3.83333,2.26691,0.305556,14
cv_data5-5-6,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,19,8,6.22896,0.428571,17
cv_data5-4-9,1,4,7,1.75,0.714286,0,1,1,1,1,0,3,6,4.5,1.11803,0.428571,16
cv_data4-4-29,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,5,3.16228,375,12
cv_data5-6-5,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,15,7.83333,5.17741,0.52381,27
cv_data3-7-17,1,7,5,0.714286,0.6,0,1,1,1,1,0,2,13,8,3.74166,0.314286,14
cv_data4-6-27,1,6,6,1,0.666667,0,1,1,1,1,0,2,19,8.83333,5.81425,0.388889,16
cv_data5-5-22,1,5,7,1.4,0.714286,0,1,1,1,1,0,1,16,7.2,5.84466,0.428571,19
cv_data5-9-3,1,9,7,0.777778,0.714286,0,1,1,1,1,0,1,21,7.88889,6.13631,0.47619,35
cv_data4-4-28,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,5,3,1.58114,0.291667,9
cv_data4-4-27,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,7,4.75,2.27761,0.416667,14
cv_data4-6-24,1,6,6,1,0.666667,0,1,1,1,1,0,1,15,8,5.16398,0.416667,19
cv_data4-6-8,1,6,6,1,0.666667,0,0.833333,1,1,1,0,1,15,8.2,5.34416,0.361111,14
cv_data4-4-20,1,4,6,1.5,0.666667,0,1,1,1,1,0,6,13,8.5,2.69258,0.458333,14
cv_data3-6-26,1,6,5,0.833333,0.6,0,1,1,1,1,0,1,7,3.83333,2.11476,0.366667,14
cv_data4-7-34,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,22,8,6.76123,0.357143,17
cv_data5-10-32,1,10,7,0.7,0.714286,0,0.9,1,1,1,0,2,20,10.6667,5.07718,0.4,31
cv_data5-4-32,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,8,3.75,2.68095,0.5,19
cv_data4-7-33,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,14,7.14286,4.94046,0.380952,19
cv_data4-6-28,1,6,6,1,0.666667,0,1,1,1,1,0,2,15,7.33333,4.26875,0.444444,20
cv_data3-7-30,1,7,5,0.714286,0.6,0,1,1,1,1,0,3,16,7.71429,4.19913,0.314286,13
cv_data5-5-19,1,5,7,1.4,0.714286,0,1,1,1,1,0,3,17,7.6,5004,0.485714,22
cv_data4-4-30,1,4,6,1.5,0.666667,0,1,1,1,1,0,1,9,4.5,2.95804,0.333333,10
cv_data4-7-15,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,16,8.42857,5.49954,0.380952,20
cv_data5-6-30,1,6,7,1.16667,0.714286,0,1,1,1,1,0,1,19,11.1667,5.98377,0.428571,20
cv_data4-7-17,1,7,6,0.857143,0.666667,0,0.857143,1,1,1,0,3,16,11,5.06623,0.357143,17
cv_data4-5-31,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,13,6.6,5004,0.466667,17
cv_data4-5-34,1,5,6,1.2,0.666667,0,1,1,1,1,0,1,13,6.4,4.17612,0.466667,17
cv_data4-4-25,1,4,6,1.5,0.666667,0,1,1,1,1,0,2,10,6,2.91548,0.458333,14
cv_data5-7-18,1,7,7,1,0.714286,0,1,1,1,1,0,1,25,9.42857,7.30669,0.530612,32
cv_data3-8-17,1,8,5,625,0.6,0,0.75,1,1,1,0,2,21,10.6667,6.28932,225,10
cv_data4-6-15,1,6,6,1,0.666667,0,1,1,1,1,0,2,15,8.83333,4.0586,0.444444,20
cv_data5-7-7,1,7,7,1,0.714286,0,1,1,1,1,0,2,26,13.7143,7.75913,0.428571,24
cv_data4-7-14,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,19,7.85714,5.69282,0.428571,21
cv_data5-10-19,1,10,7,0.7,0.714286,0,1,1,1,1,0,2,25,11.6,8.26075,0.457143,36
cv_data5-8-29,1,8,7,875,0.714286,0,1,1,1,1,0,1,26,9875,7.95986,0.410714,27
cv_data3-8-7,1,8,5,625,0.6,0,1,1,1,1,0,1,11,6.25,3.34477,325,16
cv_data4-5-14,1,5,6,1.2,0.666667,0,1,1,1,1,0,2,18,8.6,5.71314,0.433333,16
cv_data5-7-16,1,7,7,1,0.714286,0,1,1,1,1,0,1,18,7.14286,5.98638,0.408163,23
cv_data4-5-19,1,5,6,1.2,0.666667,0,1,1,1,1,0,3,9,5.8,2.13542,0.4,16
cv_data3-5-8,1,5,5,1,0.6,0,1,1,1,1,0,1,9,4.6,3.2619,0.36,11
cv_data5-9-10,1,9,7,0.777778,0.714286,0,1,1,1,1,0,2,23,10,6.84755,0.412698,31
cv_data4-7-9,1,7,6,0.857143,0.666667,0,1,1,1,1,0,1,16,7,5.60612,0.357143,18
cv_data5-5-13,1,5,7,1.4,0.714286,0,1,1,1,1,0,6,11,8.4,1.85472,0.514286,23
cv_data4-6-3,1,6,6,1,0.666667,0,1,1,1,1,0,4,17,9.5,4.34933,0.416667,18
cv_data5-4-6,1,4,7,1.75,0.714286,0,1,1,1,1,0,1,10,6,3.39116,0.392857,14
